##Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_relativo_med
Prefeitura Municipal de Brasilândia do Tocantins - TO;  1703602;  TO;  2166; Despesas (Exceto Intraorçamentárias); 35.20%; 8461072.32; 9989822.82; -1528750.50; Transporte; 14.48%; 53297.04; 682033.14; -628736.10; Administração; 12.49%; 1210400.64; 1752888.15; -542487.51; Saúde; 07.46%; 2048215.85; 2372303.28; -324087.43; Gestão Ambiental; 07.11%; 355882.11; 46943.69; 308938.42;  1.90
Prefeitura Municipal de Nova Aurora - GO;  5214804;  GO;  2168; Despesas (Exceto Intraorçamentárias); 24.38%; 8909398.50; 9989822.82; -1080424.32; Educação; 17.86%; 1679159.13; 2470622.93; -791463.80; Administração; 17.19%; 991264.10; 1752888.15; -761624.05; Agricultura; 10.45%; 80638.48; 543468.61; -462830.13; Saúde; 07.60%; 2708985.59; 2372303.28; 336682.31;  1.64
Prefeitura Municipal de Boa Vista das Missões - RS;  4302154;  RS;  2171; Despesas (Exceto Intraorçamentárias); 25.31%; 11211474.22; 9989822.82; 1221651.40; Despesas (Intraorçamentárias); 13.10%; 632341.12; 0.00; 632341.12; Educação; 12.41%; 1871765.68; 2470622.93; -598857.25; Agricultura; 09.14%; 984761.31; 543468.61; 441292.70; Saúde; 08.81%; 2797477.23; 2372303.28; 425173.95;  1.51
Prefeitura Municipal de São Manoel do Paraná - PR;  4125555;  PR;  2175; Despesas (Exceto Intraorçamentárias); 30.27%; 11408366.61; 9989822.82; 1418543.79; Legislativa; 10.00%; 0; 468752.14; -468752.14; Cultura; 08.38%; 471360.98; 78586.21; 392774.77; Desporto e Lazer; 06.34%; 384530.06; 87188.85; 297341.21; Educação; 05.87%; 2745800.26; 2470622.93; 275177.33;  2.71
Prefeitura Municipal de Dois Irmãos das Missões - RS;  4306429;  RS;  2183; Despesas (Exceto Intraorçamentárias); 32.45%; 12173705.09; 9989822.82; 2183882.27; Educação; 13.28%; 3364189.92; 2470622.93; 893566.99; Legislativa; 12.87%; 1334860.61; 468752.14; 866108.47; Agricultura; 07.96%; 1078970.49; 543468.61; 535501.88; Habitação; 05.39%; 396420.78; 33645.48; 362775.30;  2.01
Prefeitura Municipal de Marzagão - GO;  5212907;  GO;  2184; Educação; 24.58%; 1180940.42; 2470622.93; -1289682.51; Urbanismo; 16.32%; 1443208.14; 587070.79; 856137.35; Transporte; 10.69%; 121409.14; 682033.14; -560624.00; Desporto e Lazer; 10.20%; 622412.16; 87188.85; 535223.31; Agricultura; 08.22%; 111933.69; 543468.61; -431534.92;  1.63
Prefeitura Municipal de Santo Antônio do Palma - RS;  4317558;  RS;  2199; Despesas (Exceto Intraorçamentárias); 31.04%; 12295533.67; 9936500.25; 2359033.42; Administração; 12.08%; 2765019.41; 1847035.01; 917984.40; Indústria; 11.07%; 841757.18; 718.18; 841039.00; Agricultura; 08.74%; 1190276.20; 525828.85; 664447.35; Saúde; 07.66%; 2940658.43; 2358543.06; 582115.37;  3.18
Prefeitura Municipal de São José do Herval - RS;  4318465;  RS;  2201; Despesas (Intraorçamentárias); 13.63%; 600718.02; 0.00; 600718.02; Despesas (Exceto Intraorçamentárias); 11.98%; 10464195.85; 9936500.25; 527695.60; Transporte; 11.54%; 1128376.40; 620030.12; 508346.28; Previdência Social; 11.47%; 645108.13; 139608.88; 505499.25; Agricultura; 09.67%; 951731.28; 525828.85; 425902.43;  1.62
Prefeitura Municipal de Pedras Altas - RS;  4314175;  RS;  2210; Despesas (Exceto Intraorçamentárias); 34.34%; 13191016.81; 9890899.50; 3300117.31; Educação; 17.05%; 4083321.00; 2444679.37; 1638641.63; Administração; 14.75%; 3246779.61; 1829626.02; 1417153.59; Despesas (Intraorçamentárias); 08.23%; 791377.06; 0.00; 791377.06; Saúde; 05.62%; 2891811.53; 2351804.18; 540007.35;  1.53
Prefeitura Municipal de Mariano Moro - RS;  4312005;  RS;  2223; Despesas (Exceto Intraorçamentárias); 24.29%; 11362953.36; 10096285.91; 1266667.45; Educação; 18.92%; 1545672.99; 2532379.31; -986706.32; Agricultura; 15.13%; 1346040.71; 556907.42; 789133.29; Administração; 11.28%; 2387645.50; 1799483.97; 588161.53; Comércio e Serviços; 07.54%; 396688.49; 3327.49; 393361.00;  1.50
Prefeitura Municipal de Monções - SP;  3531001;  SP;  2227; Despesas (Exceto Intraorçamentárias); 40.25%; 15732128.76; 10096285.91; 5635842.85; Saúde; 12.35%; 4092047.74; 2362932.10; 1729115.64; Administração; 10.81%; 3313555.33; 1799483.97; 1514071.36; Previdência Social; 08.01%; 1256148.64; 133961.18; 1122187.46; Despesas (Intraorçamentárias); 07.23%; 1012366.56; 0.00; 1012366.56;  1.99
Prefeitura Municipal de Cruzália - SP;  3513306;  SP;  2234; Despesas (Exceto Intraorçamentárias); 32.08%; 12469033.17; 10096285.91; 2372747.26; Saúde; 11.32%; 3200092.13; 2362932.10; 837160.03; Urbanismo; 10.54%; 1355175.70; 575351.11; 779824.59; Encargos Especiais; 07.93%; 732103.92; 145309.36; 586794.56; Habitação; 07.40%; 580000.00; 32436.23; 547563.77;  1.79
Prefeitura Municipal de Lacerdópolis - SC;  4209201;  SC;  2244; Transporte; 29.75%; 2827531.33; 694775.46; 2132755.87; Despesas (Exceto Intraorçamentárias); 23.49%; 11780700.97; 10096285.91; 1684415.06; Educação; 08.69%; 1909482.88; 2532379.31; -622896.43; Saúde; 08.42%; 2966644.33; 2362932.10; 603712.23; Urbanismo; 05.23%; 200617.83; 575351.11; -374733.28;  1.64
Prefeitura Municipal de Cachoeirinha - TO;  1703826;  TO;  2246; Despesas (Exceto Intraorçamentárias); 23.75%; 8887606.70; 10096285.91; -1208679.21; Gestão Ambiental; 15.39%; 824738.94; 41446.27; 783292.67; Transporte; 11.83%; 92944.47; 694775.46; -601830.99; Educação; 10.41%; 2002800.03; 2532379.31; -529579.28; Saúde; 10.05%; 1851486.11; 2362932.10; -511445.99;  2.22
Prefeitura Municipal de Itambé do Mato Dentro - MG;  3132800;  MG;  2261; Despesas (Exceto Intraorçamentárias); 22.89%; 8679837.57; 10096285.91; -1416448.34; Educação; 22.19%; 1159724.31; 2532379.31; -1372655.00; Administração; 14.18%; 922367.52; 1799483.97; -877116.45; Cultura; 09.39%; 650127.76; 69012.13; 581115.63; Agricultura; 06.84%; 133882.54; 556907.42; -423024.88;  1.60
Prefeitura Municipal de Gramado dos Loureiros - RS;  4309126;  RS;  2282; Urbanismo; 15.53%; 20956.70; 567289.06; -546332.36; Habitação; 15.13%; 560305.70; 28111.40; 532194.30; Educação; 14.96%; 1971543.82; 2497822.02; -526278.20; Despesas (Exceto Intraorçamentárias); 14.06%; 9495030.51; 9989651.72; -494621.21; Previdência Social; 10.18%; 484065.82; 125737.99; 358327.83;  1.74
Prefeitura Municipal de Guaporema - PR;  4109104;  PR;  2290; Despesas (Exceto Intraorçamentárias); 18.48%; 10798882.16; 9989651.72; 809230.44; Educação; 11.88%; 3018011.10; 2497822.02; 520189.08; Legislativa; 11.23%; 0; 491946.86; -491946.86; Transporte; 10.03%; 1041570.52; 602138.73; 439431.79; Assistência Social; 07.98%; 172460.24; 521992.80; -349532.56;  2.09
Prefeitura Municipal de Iguatu - PR;  4110052;  PR;  2300; Despesas (Exceto Intraorçamentárias); 32.27%; 12029878.77; 9989651.72; 2040227.05; Urbanismo; 21.37%; 1918277.89; 567289.06; 1350988.83; Encargos Especiais; 09.56%; 746402.58; 142023.97; 604378.61; Legislativa; 07.78%; 0; 491946.86; -491946.86; Transporte; 06.52%; 1014289.88; 602138.73; 412151.15;  1.53
Prefeitura Municipal de Novo Santo Antônio - MT;  5106315;  MT;  2301; Administração; 28.15%; 3882573.68; 1837701.23; 2044872.45; Despesas (Exceto Intraorçamentárias); 25.50%; 11842519.70; 9989651.72; 1852867.98; Cultura; 08.67%; 696519.80; 66374.53; 630145.27; Urbanismo; 07.81%; 0; 567289.06; -567289.06; Transporte; 06.22%; 150118.99; 602138.73; -452019.74;  1.80
Prefeitura Municipal de Casa Grande - MG;  3114907;  MG;  2308; Despesas (Exceto Intraorçamentárias); 21.77%; 8941012.77; 9989651.72; -1048638.95; Administração; 12.68%; 1227014.67; 1837701.23; -610686.56; Cultura; 10.87%; 589937.87; 66374.53; 523563.34; Agricultura; 10.33%; 60291.24; 557989.86; -497698.62; Legislativa; 10.21%; 0; 491946.86; -491946.86;  1.62
Prefeitura Municipal de Novo Tiradentes - RS;  4313441;  RS;  2325; Despesas (Exceto Intraorçamentárias); 27.01%; 11476027.84; 9989651.72; 1486376.12; Agricultura; 15.29%; 1399105.34; 557989.86; 841115.48; Despesas (Intraorçamentárias); 10.76%; 602917.26; 10592.65; 592324.61; Saneamento; 07.37%; 448566.14; 42992.13; 405574.01; Urbanismo; 06.66%; 200978.22; 567289.06; -366310.84;  1.54
Prefeitura Municipal de Araçaí - MG;  3103207;  MG;  2344; Cultura; 20.23%; 673925.91; 66374.53; 607551.38; Urbanismo; 14.78%; 1011138.27; 567289.06; 443849.21; Agricultura; 14.31%; 128220.93; 557989.86; -429768.93; Despesas (Exceto Intraorçamentárias); 09.21%; 10266091.34; 9989651.72; 276439.62; Saúde; 07.20%; 2135502.29; 2351803.45; -216301.16;  1.50
Prefeitura Municipal de Mirador - PR;  4115903;  PR;  2345; Despesas (Exceto Intraorçamentárias); 29.43%; 11455564.78; 9989651.72; 1465913.06; Encargos Especiais; 14.38%; 858267.07; 142023.97; 716243.10; Urbanismo; 10.25%; 1077973.87; 567289.06; 510684.81; Legislativa; 09.88%; 0; 491946.86; -491946.86; Educação; 09.24%; 2957921.02; 2497822.02; 460099.00;  1.60
Prefeitura Municipal de Novo Alegre - TO;  1715150;  TO;  2350; Despesas (Exceto Intraorçamentárias); 40.55%; 7278528.24; 9989651.72; -2711123.48; Educação; 22.99%; 961096.34; 2497822.02; -1536725.68; Transporte; 08.87%; 9000.00; 602138.73; -593138.73; Administração; 06.83%; 1381218.75; 1837701.23; -456482.48; Comércio e Serviços; 03.73%; 253609.00; 3965.34; 249643.66;  1.60
Prefeitura Municipal de Nova América - GO;  5214705;  GO;  2350; Despesas (Exceto Intraorçamentárias); 17.38%; 10710206.88; 9989651.72; 720555.16; Educação; 11.48%; 2973852.39; 2497822.02; 476030.37; Administração; 11.05%; 1379829.01; 1837701.23; -457872.22; Assistência Social; 09.26%; 906010.86; 521992.80; 384018.06; Saúde; 08.34%; 2697670.41; 2351803.45; 345866.96;  1.79
Prefeitura Municipal de Lucianópolis - SP;  3527504;  SP;  2355; Despesas (Exceto Intraorçamentárias); 32.56%; 11905154.23; 9989651.72; 1915502.51; Saúde; 24.08%; 3768225.95; 2351803.45; 1416422.50; Assistência Social; 14.96%; 1402145.70; 521992.80; 880152.90; Transporte; 08.96%; 1129200.76; 602138.73; 527062.03; Agricultura; 04.43%; 297210.96; 557989.86; -260778.90;  1.56
Prefeitura Municipal de Santo Antônio do Paraíso - PR;  4124301;  PR;  2359; Despesas (Exceto Intraorçamentárias); 19.67%; 8990414.49; 9989651.72; -999237.23; Educação; 17.99%; 1584085.66; 2497822.02; -913736.36; Transporte; 10.71%; 1146131.14; 602138.73; 543992.41; Legislativa; 09.69%; 0; 491946.86; -491946.86; Agricultura; 09.50%; 75357.54; 557989.86; -482632.32;  1.87
Prefeitura Municipal de Pedra Dourada - MG;  3149002;  MG;  2374; Despesas (Exceto Intraorçamentárias); 37.03%; 11448970.87; 9989651.72; 1459319.15; Cultura; 20.36%; 868619.29; 66374.53; 802244.76; Saúde; 14.12%; 2908433.78; 2351803.45; 556630.33; Previdência Social; 05.05%; 324841.43; 125737.99; 199103.44; Educação; 04.93%; 2692072.29; 2497822.02; 194250.27;  1.66
Prefeitura Municipal de Santana do Garambéu - MG;  3158706;  MG;  2381; Administração; 20.99%; 919410.17; 1837701.23; -918291.06; Despesas (Exceto Intraorçamentárias); 20.59%; 9089215.30; 9989651.72; -900436.42; Previdência Social; 11.32%; 620953.80; 125737.99; 495215.81; Educação; 07.37%; 2175583.33; 2497822.02; -322238.69; Saúde; 06.99%; 2657387.12; 2351803.45; 305583.67;  1.80
Prefeitura Municipal de Travesseiro - RS;  4321626;  RS;  2388; Agricultura; 27.29%; 1693847.05; 557989.86; 1135857.19; Saúde; 11.79%; 1861072.98; 2351803.45; -490730.47; Educação; 11.33%; 2026133.09; 2497822.02; -471688.93; Transporte; 08.64%; 961916.51; 602138.73; 359777.78; Administração; 06.43%; 1570028.74; 1837701.23; -267672.49;  1.59
Prefeitura Municipal de Tupiratins - TO;  1721307;  TO;  2402; Despesas (Exceto Intraorçamentárias); 34.25%; 8213104.28; 9989651.72; -1776547.44; Administração; 11.27%; 1253348.60; 1837701.23; -584352.63; Transporte; 09.93%; 87299.47; 602138.73; -514839.26; Saúde; 09.90%; 1838353.38; 2351803.45; -513450.07; Comércio e Serviços; 06.45%; 338280.43; 3965.34; 334315.09;  1.57
Prefeitura Municipal de São Miguel da Baixa Grande - PI;  2210383;  PI;  2407; Despesas (Exceto Intraorçamentárias); 36.12%; 7518118.50; 9989651.72; -2471533.22; Saúde; 11.75%; 1547571.26; 2351803.45; -804232.19; Previdência Social; 10.33%; 832826.31; 125737.99; 707088.32; Urbanismo; 08.26%; 2180.00; 567289.06; -565109.06; Agricultura; 07.22%; 64034.00; 557989.86; -493955.86;  1.50
Prefeitura Municipal de Timbaúba dos Batistas - RN;  2414308;  RN;  2408; Urbanismo; 31.93%; 1695887.59; 567289.06; 1128598.53; Transporte; 17.04%; 0; 602138.73; -602138.73; Saúde; 13.30%; 1881811.29; 2351803.45; -469992.16; Organização Agrária; 11.67%; 412468.91; 0.00; 412468.91; Assistência Social; 04.61%; 359033.75; 521992.80; -162959.05;  16.09
Prefeitura Municipal de Palmelo - GO;  5215801;  GO;  2412; Saúde; 19.61%; 3341363.33; 2351803.45; 989559.88; Educação; 18.40%; 1569311.65; 2497822.02; -928510.37; Assistência Social; 12.84%; 1169908.05; 521992.80; 647915.25; Legislativa; 09.75%; 0; 491946.86; -491946.86; Administração; 09.47%; 2315725.62; 1837701.23; 478024.39;  1.65
Prefeitura Municipal de Águas Frias - SC;  4200556;  SC;  2419; Despesas (Exceto Intraorçamentárias); 36.89%; 12826434.31; 9989651.72; 2836782.59; Transporte; 19.82%; 2126451.61; 602138.73; 1524312.88; Agricultura; 14.36%; 1662244.32; 557989.86; 1104254.46; Urbanismo; 06.51%; 1068179.32; 567289.06; 500890.26; Indústria; 04.85%; 373528.12; 526.67; 373001.45;  1.54
Prefeitura Municipal de Pimenteiras do Oeste - RO;  1101468;  RO;  2432; Despesas (Exceto Intraorçamentárias); 26.30%; 11888640.73; 9941961.66; 1946679.07; Administração; 26.10%; 3826445.98; 1894662.95; 1931783.03; Saúde; 09.02%; 3015826.51; 2347966.69; 667859.82; Urbanismo; 07.22%; 0; 534145.30; -534145.30; Agricultura; 07.16%; 4250.20; 533946.71; -529696.51;  1.53
Prefeitura Municipal de Mairipotaba - GO;  5212600;  GO;  2433; Educação; 16.76%; 1620821.53; 2459905.53; -839084.00; Despesas (Exceto Intraorçamentárias); 16.04%; 10745166.81; 9941961.66; 803205.15; Transporte; 14.89%; 1328211.86; 582733.96; 745477.90; Assistência Social; 13.66%; 1217856.44; 533933.82; 683922.62; Habitação; 09.90%; 522023.15; 26354.43; 495668.72;  1.84
Prefeitura Municipal de Mateiros - TO;  1712702;  TO;  2478; Administração; 14.25%; 2478980.09; 1873784.52; 605195.57; Transporte; 13.53%; 0; 574553.35; -574553.35; Urbanismo; 11.46%; 62851.34; 549646.36; -486795.02; Assistência Social; 11.06%; 1008355.76; 538580.65; 469775.11; Saúde; 09.35%; 1974276.05; 2371382.44; -397106.39;  1.78
Prefeitura Municipal de Estrela Dalva - MG;  3124609;  MG;  2483; Despesas (Exceto Intraorçamentárias); 33.46%; 8266816.66; 9967444.20; -1700627.54; Educação; 18.17%; 1550267.22; 2473950.25; -923683.03; Administração; 10.74%; 1327871.20; 1873784.52; -545913.32; Agricultura; 07.59%; 158809.85; 544397.83; -385587.98; Previdência Social; 05.27%; 383419.61; 115810.18; 267609.43;  1.55
Prefeitura Municipal de Santa Margarida do Sul - RS;  4316972;  RS;  2483; Despesas (Exceto Intraorçamentárias); 36.41%; 13293548.68; 9967444.20; 3326104.48; Administração; 13.71%; 3126049.83; 1873784.52; 1252265.31; Saúde; 12.02%; 3469789.83; 2371382.44; 1098407.39; Educação; 09.60%; 3351281.29; 2473950.25; 877331.04; Transporte; 06.29%; 0; 574553.35; -574553.35;  1.52
Prefeitura Municipal de Embaúba - SP;  3514957;  SP;  2484; Despesas (Exceto Intraorçamentárias); 36.59%; 12763758.51; 9967444.20; 2796314.31; Educação; 13.25%; 3486515.34; 2473950.25; 1012565.09; Urbanismo; 10.12%; 1323456.13; 549646.36; 773809.77; Segurança Pública; 07.84%; 604416.60; 5473.77; 598942.83; Agricultura; 04.51%; 199603.82; 544397.83; -344794.01;  2.33
Prefeitura Municipal de Coqueiros do Sul - RS;  4305850;  RS;  2486; Transporte; 21.67%; 1854315.50; 574553.35; 1279762.15; Despesas (Exceto Intraorçamentárias); 17.70%; 11012856.83; 9967444.20; 1045412.63; Saúde; 10.05%; 2964968.64; 2371382.44; 593586.20; Urbanismo; 08.39%; 53925.60; 549646.36; -495720.76; Despesas (Intraorçamentárias); 07.63%; 459648.41; 8827.21; 450821.20;  1.64
Prefeitura Municipal de Borebi - SP;  3507456;  SP;  2489; Despesas (Exceto Intraorçamentárias); 35.53%; 14583608.06; 9967444.20; 4616163.86; Educação; 13.49%; 4227096.03; 2473950.25; 1753145.78; Saúde; 11.49%; 3865011.44; 2371382.44; 1493629.00; Assistência Social; 07.45%; 1507154.43; 538580.65; 968573.78; Administração; 05.83%; 2631919.68; 1873784.52; 758135.16;  1.95
Prefeitura Municipal de Avelinópolis - GO;  5202809;  GO;  2501; Despesas (Exceto Intraorçamentárias); 16.58%; 10860770.11; 10174655.93; 686114.18; Assistência Social; 12.80%; 1087485.64; 557568.00; 529917.64; Saúde; 11.39%; 2886858.95; 2415315.64; 471543.31; Administração; 10.70%; 1405499.86; 1848337.61; -442837.75; Educação; 10.05%; 2113769.77; 2529736.02; -415966.25;  1.72
Prefeitura Municipal de Urupema - SC;  4218954;  SC;  2502; Despesas (Exceto Intraorçamentárias); 21.15%; 9065779.45; 10174655.93; -1108876.48; Educação; 16.70%; 1654083.65; 2529736.02; -875652.37; Urbanismo; 11.78%; 1201420.30; 583910.95; 617509.35; Transporte; 11.23%; 43050.46; 631562.70; -588512.24; Comércio e Serviços; 08.16%; 440257.59; 12632.43; 427625.16;  1.62
Prefeitura Municipal de Palmeira - SC;  4212056;  SC;  2512; Transporte; 19.72%; 1629203.44; 631562.70; 997640.74; Despesas (Exceto Intraorçamentárias); 19.03%; 11137085.59; 10174655.93; 962429.66; Encargos Especiais; 10.99%; 702651.26; 146987.42; 555663.84; Legislativa; 09.90%; 0; 500701.00; -500701.00; Saúde; 09.72%; 1923510.72; 2415315.64; -491804.92;  1.57
Prefeitura Municipal de Floresta do Piauí - PI;  2203859;  PI;  2513; Despesas (Exceto Intraorçamentárias); 34.61%; 8403778.24; 10174655.93; -1770877.69; Transporte; 11.38%; 49222.70; 631562.70; -582340.00; Agricultura; 10.51%; 16573.13; 554491.80; -537918.67; Urbanismo; 08.19%; 165056.57; 583910.95; -418854.38; Saneamento; 04.81%; 303001.77; 56922.34; 246079.43;  1.82
Prefeitura Municipal de Bom Jesus - PB;  2502201;  PB;  2514; Administração; 23.14%; 3045818.47; 1848337.61; 1197480.86; Educação; 17.90%; 3456031.47; 2529736.02; 926295.45; Legislativa; 09.68%; 0; 500701.00; -500701.00; Despesas (Exceto Intraorçamentárias); 09.63%; 10672903.93; 10174655.93; 498248.00; Transporte; 08.89%; 171429.34; 631562.70; -460133.36;  1.57
Prefeitura Municipal de Galinhos - RN;  2404101;  RN;  2516; Administração; 49.99%; 15808826.33; 1848337.61; 13960488.72; Despesas (Exceto Intraorçamentárias); 20.17%; 15808826.33; 10174655.93; 5634170.40; Educação; 09.06%; 0; 2529736.02; -2529736.02; Saúde; 08.65%; 0; 2415315.64; -2415315.64; Transporte; 02.26%; 0; 631562.70; -631562.70;  3.71
Prefeitura Municipal de Indiavaí - MT;  5104500;  MT;  2518; Administração; 32.82%; 4154171.80; 1848337.61; 2305834.19; Despesas (Exceto Intraorçamentárias); 10.73%; 10928564.91; 10174655.93; 753908.98; Transporte; 08.99%; 0; 631562.70; -631562.70; Assistência Social; 08.51%; 1155408.52; 557568.00; 597840.52; Urbanismo; 08.31%; 0; 583910.95; -583910.95;  1.76
Prefeitura Municipal de Arapeí - SP;  3503158;  SP;  2532; Saúde; 18.82%; 3411505.46; 2415315.64; 996189.82; Educação; 17.29%; 3444565.36; 2529736.02; 914829.34; Administração; 11.97%; 1214716.93; 1848337.61; -633620.68; Transporte; 11.93%; 0; 631562.70; -631562.70; Legislativa; 09.46%; 0; 500701.00; -500701.00;  1.69
Prefeitura Municipal de Forquetinha - RS;  4308433;  RS;  2532; Despesas (Exceto Intraorçamentárias); 17.12%; 9141176.96; 10174655.93; -1033478.97; Urbanismo; 14.86%; 1480714.35; 583910.95; 896803.40; Agricultura; 11.54%; 1251343.37; 554491.80; 696851.57; Transporte; 10.46%; 0; 631562.70; -631562.70; Educação; 10.01%; 1925645.26; 2529736.02; -604090.76;  1.67
Prefeitura Municipal de Zacarias - SP;  3557154;  SP;  2542; Despesas (Exceto Intraorçamentárias); 42.84%; 15985731.02; 10174655.93; 5811075.09; Saúde; 13.41%; 4234594.46; 2415315.64; 1819278.82; Urbanismo; 08.80%; 1777344.82; 583910.95; 1193433.87; Administração; 08.53%; 3006146.06; 1848337.61; 1157808.45; Despesas (Intraorçamentárias); 08.25%; 1126609.23; 7944.49; 1118664.74;  1.51
Prefeitura Municipal de Boa Vista do Incra - RS;  4302238;  RS;  2549; Despesas (Exceto Intraorçamentárias); 38.21%; 12777958.33; 10174655.93; 2603302.40; Educação; 15.29%; 3571559.31; 2529736.02; 1041823.29; Administração; 09.09%; 2467770.76; 1848337.61; 619433.15; Saúde; 07.33%; 2914523.07; 2415315.64; 499207.43; Urbanismo; 06.13%; 166587.97; 583910.95; -417322.98;  1.73
Prefeitura Municipal de Nova Pádua - RS;  4313086;  RS;  2551; Transporte; 28.75%; 2506265.04; 631562.70; 1874702.34; Educação; 16.16%; 1475767.29; 2529736.02; -1053968.73; Urbanismo; 08.94%; 1116.72; 583910.95; -582794.23; Despesas (Exceto Intraorçamentárias); 07.77%; 10681652.31; 10174655.93; 506996.38; Assistência Social; 07.51%; 67896.49; 557568.00; -489671.51;  1.61
