##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infra-Estrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.601 - Promoção da Produção Vegetal";"20.602 - Promoção da Produção Animal";"20.603 - Defesa Sanitária Vegetal";"20.604 - Defesa Sanitária Animal";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Petróleo";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Áreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intra-Orçamentárias)";"Despesas (Intra-Orçamentárias)"
Prefeitura Municipal de Maripá de Minas - MG;3140209;MG;2917;488804.94;488804.94;0;0;0;0;0;0;0;0;0;0;1142673.15;0;1024955.29;86291.19;0;0;0;0;0;31426.67;0;0;0;0;0;0;0;22870.30;22870.30;0;0;0;0;0;0;0;356528.56;9783.52;0;71417.86;183522.52;91804.66;24566.07;0;24566.07;0;0;0;2237273.39;1690632.56;169410.98;162660.96;0;46159.79;0;168409.10;0;0;0;0;0;0;2846046.51;2194869.71;18172.05;0;44732.83;362236.73;0;0;0;226035.19;442175.50;8534.37;433641.13;0;0;0;0;0;0;932693.19;233751.62;99661.45;0;599280.12;17136.06;0;17136.06;0;99769.55;0;99769.55;0;0;0;0;0;0;0;0;0;0;0;0;0;608028.35;0;0;0;0;0;608028.35;0;0;0;0;0;0;2875.38;2875.38;0;0;0;0;0;0;0;0;0;0;0;0;9631.42;0;9631.42;0;0;0;0;0;0;399761.65;0;399761.65;0;0;0;0;244365.28;0;222854.95;21510.33;0;311330.49;10252.74;0;190912.08;0;0;110165.67;0;0;10186529.79;0
Prefeitura Municipal de Monte Azul - MG;3142908;MG;22218;1192141.15;1192141.15;0;0;0;0;0;0;0;0;0;0;3938776.43;409895.40;2863010.38;613870.65;52000.00;0;0;0;0;0;0;0;0;0;0;0;0;3535.87;3535.87;0;0;0;0;0;0;0;2912512.09;20538.65;0;173959.25;2094987.29;623026.90;0;0;0;0;0;0;7087007.23;3260709.17;1308392.15;101902.20;73512.63;228512.01;182405.09;1931573.98;0;0;0;0;0;0;5957961.53;5420651.18;0;0;0;231639.99;0;0;0;305670.36;0;0;0;0;0;0;0;0;0;2108339.31;0;2108339.31;0;0;0;0;0;0;6350472.09;6350472.09;0;0;114868.65;114868.65;0;0;0;0;0;0;0;0;0;0;659130.27;62866.00;0;0;0;334623.83;72670.44;0;188970.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26576.46;0;26576.46;0;241128.74;0;241128.74;0;0;336708.42;0;336708.42;0;0;0;0;354870.72;0;2001.40;473.68;352395.64;333053.21;0;0;333053.21;0;0;0;0;0;31617082.17;0
Prefeitura Municipal de Baixo Guandu - ES;3200805;ES;31126;2006241.14;2006241.14;0;0;0;0;0;0;0;0;0;0;7482655.88;0;7482655.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2176007.38;252890.40;36730.08;455493.70;417441.19;1013452.01;666081.39;666081.39;0;0;0;0;10716378.46;10065553.97;0;0;611328.04;36801.94;0;2694.51;0;0;0;0;0;0;20166760.18;12444168.72;676001.36;435729.00;0;3018110.39;0;0;0;3592750.71;196155.48;0;196155.48;0;0;0;0;0;0;7326860.92;476324.79;6850536.13;0;0;0;0;0;0;4182845.47;0;139514.23;4043331.24;303070.55;303070.55;0;0;0;0;0;0;0;0;0;0;1038454.75;0;0;0;0;376890.00;0;0;661564.75;0;0;0;0;19181.80;19181.80;0;0;0;0;0;688586.00;665546.00;0;0;0;23040.00;0;0;0;0;0;0;0;0;0;0;943577.73;0;943577.73;0;0;0;0;941928.55;0;941928.55;0;0;1006736.59;0;0;1006736.59;0;0;0;0;0;59861522.27;0
Prefeitura Municipal de Bernardino de Campos - SP;3506300;SP;11133;726106.10;726106.10;0;0;0;0;0;0;0;0;0;0;1413383.74;269720.92;1054251.50;15372.95;0;0;0;0;74038.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1410460.81;0;0;43043.30;944256.33;423161.18;0;0;0;0;0;0;7382355.97;7382355.97;0;0;0;0;0;0;0;0;0;0;0;0;6887803.26;5389193.87;0;0;115975.00;1259630.54;0;123003.85;0;0;277001.33;0;277001.33;0;0;0;0;0;0;3005376.39;692119.44;1819157.37;494099.58;0;0;0;0;0;8864.95;0;8864.95;0;59380.55;59380.55;0;0;0;0;0;0;0;0;0;0;126589.60;0;0;0;0;0;126589.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395890.89;0;0;395890.89;0;988509.76;0;0;24003.82;0;0;964505.94;0;0;22681723.35;0
Prefeitura Municipal de Jardim do Mulato - PI;2205250;PI;4389;385460.24;385460.24;0;0;0;0;0;0;0;0;0;0;1406875.60;0;1196207.90;53657.86;61376.92;0;0;0;0;0;0;16855.25;78777.67;0;0;0;0;0;0;0;0;0;0;0;0;0;461021.60;0;0;43447.11;417574.49;0;0;0;0;0;0;0;2029470.79;656411.86;1299461.09;20298.94;3484.00;49814.90;0;0;0;0;0;0;0;0;2909738.21;2820673.02;37.05;0;0;89028.14;0;0;0;0;48785.00;0;48785.00;0;0;0;0;0;0;819949.99;628654.92;191295.07;0;0;0;0;0;0;656210.08;0;656210.08;0;0;0;0;0;0;0;0;0;0;0;0;0;44863.03;0;0;0;0;161.03;44702.00;0;0;0;0;0;0;0;0;0;0;0;0;0;60073.00;0;60073.00;0;0;0;0;22931.84;17213.86;5717.98;0;36354.67;36289.28;65.39;0;0;45904.00;0;45904.00;0;0;0;0;880.00;0;0;880.00;0;107708.95;0;0;31165.07;0;0;76543.88;0;0;9036227.00;0
Prefeitura Municipal de Caçapava - SP;3508504;SP;89668;4913814.24;2235126.89;0;2678687.35;0;0;0;0;1836470.76;0;76847.78;1759622.98;13253426.07;1466232.02;8309033.69;2529839.30;0;0;0;0;0;0;0;948321.06;0;0;0;0;0;3915647.56;3905672.84;9974.72;0;0;0;0;0;0;5008660.00;341233.00;212689.34;990840.72;1019840.42;2444056.52;923737.57;0;923737.57;0;0;0;60930094.75;11828195.78;34495907.80;3905955.86;242058.38;1123708.43;0;9334268.50;0;0;0;0;0;0;54069884.04;34737114.43;714505.48;139701.51;0;14154497.55;17429.76;0;0;4306635.31;2750181.81;1600.00;1599367.50;1149214.31;0;0;0;0;0;33734553.57;8517958.79;7908783.04;0;17307811.74;0;0;0;0;143973.54;0;143973.54;0;47247.00;23247.00;24000.00;0;0;0;0;0;0;0;0;0;223344.43;0;0;0;0;189281.91;4168.25;0;29894.27;0;0;0;0;0;0;0;0;0;0;0;2000.74;0;0;0;0;2000.74;0;0;0;0;0;0;0;0;0;0;1265.00;0;1265.00;0;0;0;0;1329867.60;0;509224.27;0;820643.33;2551324.56;0;0;709682.22;0;0;1841642.34;0;0;185635493.24;99356.27
Prefeitura Municipal de Farroupilha - RS;4307906;RS;67465;1886077.76;1886077.76;0;0;0;0;0;0;0;0;0;0;31168817.63;400821.50;20432346.30;2060348.95;0;0;0;0;0;0;0;0;8275300.88;0;0;0;0;106245.26;0;105098.21;0;1147.05;0;0;0;0;3487204.59;15225.80;241265.60;626673.10;944919.36;1659120.73;1765037.00;1765037.00;0;0;0;0;39042293.13;10239233.68;26210139.16;1000283.63;26108.32;61773.49;0;1504754.85;210672.00;0;0;0;672.00;210000.00;45512000.70;34304035.55;1006823.53;0;0;5467612.36;25997.19;400000.00;0;4307532.07;626097.17;0;626097.17;0;0;0;0;0;0;4407113.23;2487880.80;1919232.43;0;0;1132611.50;0;215352.05;917259.45;595515.05;52000.00;543515.05;0;7540110.01;5000.00;80260.96;0;0;0;7454849.05;0;0;0;0;0;1952908.93;21977.67;16759.42;0;0;0;306046.19;0;1608125.65;0;0;0;0;48137.00;48137.00;0;0;0;0;0;31460.00;30000.00;0;0;0;1460.00;0;0;0;0;0;0;0;0;0;0;1568078.03;0;1568078.03;0;0;0;0;542300.00;0;542300.00;0;0;4007519.37;0;0;739613.56;0;0;0;0;3267905.81;145630198.36;9823158.32
Prefeitura Municipal de Costa Rica - MS;5003256;MS;18835;2309338.13;2309338.13;0;0;0;0;0;0;0;0;0;0;21427825.82;0;21427825.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2690410.59;0;0;441288.55;2249122.04;0;1433251.30;0;1433251.30;0;0;0;17042273.59;16985785.88;0;0;56487.71;0;0;0;0;0;0;0;0;0;17948249.02;12621384.57;0;0;42958.58;5236637.41;19921.57;0;0;27346.89;492044.40;0;492044.40;0;0;0;0;0;0;170389.98;0;170389.98;0;0;7403.21;0;7403.21;0;3293311.04;0;3293311.04;0;2263738.17;2263738.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3941.20;0;0;0;0;3941.20;0;0;0;0;0;101750.00;0;101750.00;0;0;104735.93;0;104735.93;0;0;0;0;318107.10;125000.00;193107.10;0;0;885603.89;0;0;885603.89;0;0;0;0;0;70492373.37;0
Prefeitura Municipal de Pirangi - SP;3539004;SP;11112;656339.56;656339.56;0;0;0;0;0;0;0;0;0;0;2872953.72;0;2289945.32;256812.35;326196.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1282633.08;106402.10;0;311055.35;865175.63;0;0;0;0;0;0;0;7070306.82;6885252.17;0;0;40120.41;144934.24;0;0;0;0;0;0;0;0;7133118.16;3027719.67;0;0;640688.75;2545952.31;0;233068.96;0;685688.47;66641.09;0;66641.09;0;0;0;0;0;0;1149457.26;0;1149457.26;0;0;4443114.24;0;4443114.24;0;438537.28;0;438537.28;0;209586.52;209586.52;0;0;0;0;0;0;0;0;0;0;60777.72;0;0;0;0;0;60777.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613079.91;0;613079.91;0;0;0;0;296112.11;277385.32;0;18726.79;0;316629.34;0;0;16885.94;0;0;299743.40;0;0;26609286.81;0
Prefeitura Municipal de Mulungu - CE;2309102;CE;12196;783615.00;783615.00;0;0;0;0;0;0;304530.06;304530.06;0;0;3129004.95;0;3070722.96;0;0;0;0;0;0;0;0;7993.00;50288.99;0;0;0;0;0;0;0;0;0;0;0;0;0;557981.40;89859.70;0;206595.06;130558.02;130968.62;851064.14;851064.14;0;0;0;0;6101801.61;3746343.83;1744982.68;18412.92;10399.43;106448.98;0;475213.77;0;0;0;0;0;0;7466753.26;5445131.77;0;0;0;857432.66;425982.10;0;0;738206.73;348688.17;0;160925.76;187762.41;0;0;0;0;0;380595.83;177593.83;196922.00;0;6080.00;0;0;0;0;139850.83;0;139850.83;0;97961.88;97961.88;0;0;0;0;0;0;0;0;0;0;1254.68;0;0;0;0;0;0;0;1254.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20765.96;0;20765.96;0;0;0;0;29359.22;0;29359.22;0;0;539027.95;0;0;539027.95;0;0;0;0;0;20752254.94;0
Prefeitura Municipal de Montividiu - GO;5213756;GO;11611;2336421.97;2336421.97;0;0;0;0;0;0;189703.67;189703.67;0;0;4103786.34;0;3348774.72;504664.19;250347.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1687196.28;96297.78;0;688072.23;130535.21;772291.06;1248424.01;0;1093148.09;0;0;155275.92;10175616.07;2429491.02;5932377.65;425457.41;60235.83;174721.86;0;1153332.30;68715.55;0;0;0;68715.55;0;13670469.52;12868435.94;0;0;45594.24;0;0;0;0;756439.34;90974.05;0;90974.05;0;0;0;0;0;0;6600401.88;0;6600401.88;0;0;25627.11;0;25627.11;0;0;0;0;0;252564.81;252564.81;0;0;0;0;0;0;0;0;0;0;765390.81;0;0;0;0;0;765390.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8103.00;0;0;8103.00;0;0;0;0;0;415875.74;0;415875.74;0;0;0;0;356667.33;0;356667.33;0;0;1763878.05;0;0;0;0;0;0;0;1763878.05;43759816.19;0
Prefeitura Municipal de Eldorado dos Carajás - PA;1502954;PA;32420;0;0;0;0;0;0;0;0;148755.49;0;148755.49;0;5837866.83;112038.18;4560920.43;475353.22;997.25;0;0;0;0;0;0;0;688557.75;0;0;0;0;0;0;0;0;0;0;0;0;0;1263021.15;0;0;59105.07;89990.05;1113926.03;0;0;0;0;0;0;10228577.51;2555391.96;4950911.53;0;354724.24;330636.27;0;2036913.51;0;0;0;0;0;0;23108322.77;19490172.86;0;0;0;2686534.80;0;0;0;931615.11;144734.30;0;144734.30;0;0;0;0;0;0;5594184.93;342875.54;2468120.38;0;2783189.01;0;0;0;0;0;0;0;0;267066.78;267066.78;0;0;0;0;0;0;0;0;0;0;361965.04;0;0;0;0;0;0;0;361965.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44032.34;0;44032.34;0;0;2413752.98;0;2413752.98;0;0;0;0;9202.00;0;9202.00;0;0;308697.28;131865.47;0;0;0;0;176831.81;0;0;49730179.40;0
Prefeitura Municipal de Inhuma - PI;2204709;PI;15017;631105.33;631105.33;0;0;0;0;0;0;0;0;0;0;2653928.10;19941.10;2486441.44;147545.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839670.13;35789.25;0;56267.97;747612.91;0;0;0;0;0;0;0;5358296.94;496136.21;4641187.94;0;13503.20;207469.59;0;0;0;0;0;0;0;0;7927435.97;7926315.97;0;0;0;1120.00;0;0;0;0;86303.21;0;86303.21;0;0;0;0;0;0;1643594.32;0;1643594.32;0;0;25000.00;0;25000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809940.02;0;0;0;0;809940.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272925.09;0;272925.09;0;0;0;0;114763.46;0;114763.46;0;0;0;0;0;0;0;0;0;0;0;20362962.57;0
Prefeitura Municipal de Viçosa - RN;2414902;RN;1696;0;0;0;0;0;0;0;0;0;0;0;0;1199962.87;0;1199962.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;985074.15;0;0;11162.24;973911.91;0;771403.95;0;771403.95;0;0;0;2084221.72;0;2084221.72;0;0;0;0;0;0;0;0;0;0;0;1744074.41;1572707.17;0;0;0;171367.24;0;0;0;0;0;0;0;0;0;0;0;0;0;1102286.46;1102286.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232200.31;0;0;0;0;0;232200.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128329.40;0;128329.40;0;0;1787.06;0;0;1787.06;0;0;0;0;0;8249340.33;0
Prefeitura Municipal de Relvado - RS;4315453;RS;2205;305307.46;305307.46;0;0;0;0;0;0;0;0;0;0;1355991.56;2700.00;948495.39;404796.17;0;0;0;0;0;0;0;0;0;0;0;0;0;22068.00;10000.00;12068.00;0;0;0;0;0;0;436163.49;5000.00;964.80;62394.15;367804.54;0;0;0;0;0;0;0;2396842.39;1691431.72;694369.26;0;6577.76;4463.65;0;0;0;0;0;0;0;0;1635877.91;1434468.80;23361.55;0;56420.00;118974.42;2653.14;0;0;0;126550.17;0;126550.17;0;0;0;0;0;0;141764.37;9942.26;131822.11;0;0;36397.62;0;36397.62;0;165859.38;24751.50;141107.88;0;88296.93;88296.93;0;0;0;0;0;0;0;0;0;0;1062258.33;1062258.33;0;0;0;0;0;0;0;0;0;0;0;41118.06;41118.06;0;0;0;0;0;21047.00;9000.00;0;0;0;12047.00;0;6419.00;0;6419.00;0;3851.00;0;3851.00;0;0;1782857.86;1782857.86;0;0;0;0;0;39923.00;0;22933.07;16989.93;0;192286.56;0;0;29100.88;0;278.42;162907.26;0;0;9860880.09;0
Prefeitura Municipal de Orindiúva - SP;3534203;SP;6244;588320.41;588320.41;0;0;0;0;0;0;0;0;0;0;3371151.05;0;2941125.30;430025.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659694.64;0;0;132447.22;527247.42;0;1870725.88;483741.53;1386984.35;0;0;0;6578050.09;6429775.39;121035.50;17899.63;3500.00;5839.57;0;0;0;0;0;0;0;0;9603473.04;5829369.94;0;0;315900.54;3038043.72;796.00;0;0;419362.84;329462.60;0;329462.60;0;0;0;0;0;0;2711308.92;286094.07;2425214.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24645.74;24645.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;918108.87;0;918108.87;0;0;0;0;351317.18;0;0;351317.18;0;0;0;0;0;0;0;0;0;0;27006258.42;0
Prefeitura Municipal de Vazante - MG;3171006;MG;20506;1955675.17;1955675.17;0;0;190811.68;190811.68;0;0;0;0;0;0;6393573.43;0;5601358.31;649332.89;15682.23;0;0;0;0;0;0;127200.00;0;0;0;0;0;89749.40;89749.40;0;0;0;0;0;0;0;2285009.32;305146.81;0;607165.24;1256229.96;116467.31;2436142.06;0;2436142.06;0;0;0;12195265.81;4739827.37;5761871.41;221457.38;132740.41;212524.75;17653.40;1109191.09;0;0;0;0;0;0;8546536.85;4351765.94;0;0;330000.00;1717376.75;328850.31;0;0;1818543.85;507160.46;15000.00;492160.46;0;0;0;0;0;0;1802267.35;28441.47;1425625.97;0;348199.91;207.00;0;207.00;0;0;0;0;0;144665.72;144665.72;0;0;0;0;0;0;0;0;0;0;276467.29;276467.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137843.97;125624.62;0;0;0;12219.35;0;0;0;0;0;0;0;0;0;0;1049338.05;0;1049338.05;0;0;0;0;815759.41;0;815759.41;0;0;808793.55;0;0;273479.24;0;0;535314.31;0;0;39635266.52;0
Prefeitura Municipal de Boa Vista do Incra - RS;4302238;RS;2537;713524.10;713524.10;0;0;0;0;0;0;0;0;0;0;2275519.17;0;1622778.55;491794.69;0;0;0;0;0;330.00;0;0;160615.93;0;0;0;0;0;0;0;0;0;0;0;0;0;517135.50;0;0;90482.43;412250.50;14402.57;0;0;0;0;0;0;2756414.43;2747311.05;2543.38;0;6560.00;0;0;0;0;0;0;0;0;0;3184595.34;2595970.61;54551.01;0;119645.57;351743.95;0;0;0;62684.20;73990.26;0;73990.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49592.26;49592.26;0;0;43921.73;0;43921.73;0;0;0;0;0;0;0;0;0;622180.36;2379.11;0;0;81845.66;0;174564.23;0;363391.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1058849.47;0;1058849.47;0;0;0;0;154227.68;0;15473.88;138753.80;0;210316.09;0;0;0;0;20823.70;189492.39;0;0;11660266.39;0
Prefeitura Municipal de Icapuí - CE;2305357;CE;19129;1668897.28;1668897.28;0;0;0;0;0;0;0;0;0;0;3633817.57;0;3633817.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1810935.72;0;0;179040.20;586496.40;1045399.12;1952646.13;0;1223548.18;0;0;729097.95;9942985.18;3906628.85;4220420.73;49093.32;667825.39;0;0;1099016.89;0;0;0;0;0;0;15071967.64;9419484.42;165805.31;0;140000.00;2684792.79;20515.50;0;852403.97;1788965.65;456757.65;0;72710.00;384047.65;0;0;0;0;0;3580995.08;41000.00;1745141.85;0;1794853.23;0;0;0;0;1197628.73;0;521927.61;675701.12;535409.00;0;0;0;0;0;535409.00;385670.64;0;0;0;385670.64;82559.73;0;44699.00;0;0;0;0;0;37860.73;0;0;0;0;0;0;0;0;0;0;0;657822.00;0;0;0;0;657822.00;0;0;0;0;0;0;0;0;0;0;30000.00;0;0;0;0;0;30000.00;874374.10;0;14633.00;228896.86;630844.24;938035.30;600357.37;0;0;0;0;337677.93;0;0;42820501.75;1177873.33
Prefeitura Municipal de Fruta de Leite - MG;3127073;MG;5919;476027.56;476027.56;0;0;262289.15;0;262289.15;0;0;0;0;0;1963056.12;48908.92;1356253.91;557893.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;698629.93;79379.01;0;0;619250.92;0;0;0;0;0;0;0;3336485.98;3088331.68;248154.30;0;0;0;0;0;0;0;0;0;0;0;3382175.91;2814469.06;0;0;0;150909.47;0;0;0;416797.38;126064.76;0;126064.76;0;26179.60;0;0;0;26179.60;879735.00;314302.29;0;0;565432.71;19399.14;0;0;19399.14;799301.73;0;799301.73;0;24270.27;24270.27;0;0;0;0;0;0;0;0;0;0;182007.03;133209.52;0;0;0;0;48797.51;0;0;109925.99;0;0;109925.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11198.19;0;11198.19;0;68449.62;0;68449.62;0;0;313403.51;0;181051.63;0;0;0;132351.88;130063.17;0;130063.17;0;0;0;0;0;0;0;0;0;0;0;12808662.66;0
Prefeitura Municipal de Edéia - GO;5207402;GO;11854;1079282.08;1079282.08;0;0;1800.00;1800.00;0;0;0;0;0;0;2997973.36;0;2473767.24;524206.12;0;0;0;0;0;0;0;0;0;0;0;0;0;287407.25;287407.25;0;0;0;0;0;0;0;1713166.67;91820.76;68135.26;251152.50;1302058.15;0;2248776.02;2248776.02;0;0;0;0;6545712.61;151727.62;5841946.39;990.00;231693.25;0;319355.35;0;276657.24;276335.24;0;0;322.00;0;8092239.53;7925250.83;0;0;153737.79;13250.91;0;0;0;0;103818.66;0;103818.66;0;0;0;0;0;0;2693753.69;899200.00;1794553.69;0;0;0;0;0;0;12996.00;0;12996.00;0;99808.97;99808.97;0;0;0;0;0;0;0;0;0;0;185629.06;0;0;0;0;165629.06;20000.00;0;0;0;0;0;0;28000.00;28000.00;0;0;0;0;0;0;0;0;0;0;0;0;1836.20;0;1836.20;0;0;0;0;0;0;800953.11;22409.80;778543.31;0;0;0;0;74102.91;0;8000.00;66102.91;0;313159.64;0;0;313159.64;0;0;0;0;0;27557073.00;0
