##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.754 - Biocombustíveis";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Riacho de Santana - RN;2410801;RN;4279;653962.44;653962.44;0;0;0;0;0;0;0;0;0;0;2467145.13;0;2467145.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;660719.92;0;0;169603.93;491115.99;0;0;0;0;0;0;0;3072066.99;2743172.15;0;232442.77;62010.83;34441.24;0;0;0;0;0;0;0;0;4055327.65;3062188.78;0;0;0;993138.87;0;0;0;0;99342.17;0;99342.17;0;0;0;0;0;0;1307356.67;0;1307356.67;0;0;0;0;0;0;0;0;0;0;48750.00;48750.00;0;0;0;0;0;0;0;0;0;0;431714.03;0;431714.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;772683.97;0;772683.97;0;0;256246.19;256246.19;0;0;0;0;0;0;0;13825315.16;0
Prefeitura Municipal de Governador Valadares - MG;3127701;MG;276995;15695194.87;15695194.87;0;0;0;0;0;0;0;0;0;0;58598400.78;0;24128274.72;11625953.55;0;0;6365839.00;0;0;0;0;0;16478333.51;0;0;0;0;322629.37;0;0;322629.37;0;0;0;0;0;8607398.00;1053823.45;171621.24;1568067.23;2330218.06;3483668.02;24491797.33;0;21356229.11;111577.21;0;3023991.01;212389542.24;48513681.04;88982481.03;0;7687892.70;0;0;67205487.47;0;0;0;0;0;0;154576728.06;73956357.85;0;0;0;55069400.36;1812982.68;7731938.74;0;16006048.43;3615484.73;32482.25;1655.80;3581346.68;0;0;0;0;0;90277613.61;20728992.69;37362029.47;0;32186591.45;752050.11;0;752050.11;0;72602454.67;0;55898623.54;16703831.13;2612677.29;17125.00;0;19531.82;0;0;2576020.47;0;0;0;0;0;3366.00;0;0;0;0;0;3366.00;0;0;0;0;0;0;0;0;0;0;0;30600.00;0;0;0;0;30600.00;0;1407347.51;0;0;1407347.51;0;0;0;0;0;0;10495762.16;0;0;0;0;0;10495762.16;952627.69;0;952627.69;0;0;81951065.29;0;0;24233003.74;0;0;8023574.87;0;49694486.68;739382739.71;23458077.29
Prefeitura Municipal de Colinas - RS;4305587;RS;2497;300914.78;289364.78;0;11550.00;53286.58;0;53286.58;0;0;0;0;0;1697065.83;0;811745.72;819502.75;15569.36;0;0;0;0;0;0;50248.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292486.96;17120.56;33096.00;47103.21;195167.19;0;557402.02;423875.44;133526.58;0;0;0;2609116.78;2609116.78;0;0;0;0;0;0;0;0;0;0;0;0;3743684.53;3361097.26;21638.40;0;62247.17;285790.19;0;12911.51;0;0;193518.45;0;193518.45;0;0;0;0;0;0;791923.25;0;791923.25;0;0;41959.51;0;41959.51;0;16000.00;16000.00;0;0;116002.05;0;116002.05;0;0;0;0;0;0;0;0;0;1314808.95;0;1314808.95;0;0;0;0;0;0;0;0;73361.00;73361.00;0;0;0;0;0;189537.15;15676.00;0;0;0;173861.15;0;0;0;0;0;0;0;0;0;0;0;1009647.50;0;1009647.50;0;0;0;0;93792.73;0;93792.73;0;0;0;0;0;0;0;0;0;0;0;13094508.07;0
Prefeitura Municipal de Iraquara - BA;2914406;BA;24712;1483825.11;1483825.11;0;0;60060.00;0;60060.00;0;0;0;0;0;7138444.56;7573.00;7057730.73;0;0;73140.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1523685.56;0;0;0;1523685.56;0;0;0;0;0;0;0;10095753.36;8942602.66;878868.40;0;203745.30;70537.00;0;0;0;0;0;0;0;0;25366898.57;24558342.92;188019.44;0;0;11220.00;0;0;0;609316.21;910248.88;0;910248.88;0;0;0;0;0;0;368211.39;195000.78;173210.61;0;0;0;0;0;0;217389.97;0;217389.97;0;11000.00;0;0;0;0;0;11000.00;0;0;0;0;0;94325.60;0;94325.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32913.00;0;32913.00;0;0;0;55800.00;0;55800.00;0;0;0;0;0;0;0;0;0;205308.59;0;0;203265.63;0;0;2042.96;0;0;47563864.59;0
Prefeitura Municipal de Mamborê - PR;4114005;PR;14017;1255980.89;1255980.89;0;0;404296.30;104086.94;300209.36;0;0;0;0;0;7348817.21;170404.99;5100654.36;316253.94;0;0;0;0;414295.47;379831.23;0;158307.22;809070.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1749205.81;0;0;301663.59;1444125.07;3417.15;0;0;0;0;0;0;9961265.70;8288443.76;916158.83;136346.37;336436.86;281952.84;0;1927.04;0;0;0;0;0;0;9149658.91;6569786.19;0;0;0;2421125.81;0;0;0;158746.91;364870.18;0;364870.18;0;0;0;0;0;0;3037899.06;1597745.18;1440153.88;0;0;141062.84;0;141062.84;0;131160.03;0;131160.03;0;402310.82;390218.98;12091.84;0;0;0;0;0;0;0;0;0;833834.36;0;0;0;0;0;833834.36;0;0;0;0;231269.42;231269.42;0;0;0;0;0;395.00;395.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2134744.62;0;2134744.62;0;0;0;0;494707.41;0;443179.34;51528.07;0;695947.14;0;0;695947.14;0;0;0;0;0;38337425.70;0
Prefeitura Municipal de Sonora - MS;5007935;MS;17019;2230825.29;2230825.29;0;0;302499.22;302499.22;0;0;0;0;0;0;4393831.24;0;4361405.32;0;0;0;0;0;0;0;0;0;32425.92;0;0;0;0;173330.15;0;0;0;173330.15;0;0;0;0;2541450.26;3419.22;0;572007.44;1966023.60;0;1328595.83;0;1328595.83;0;0;0;12554699.52;8814812.73;3599745.17;0;34611.60;105530.02;0;0;0;0;0;0;0;0;14585562.59;11596916.97;97001.66;0;488505.00;2373138.96;0;30000.00;0;0;769855.45;0;769855.45;0;0;0;0;0;0;6139664.97;5770914.97;368750.00;0;0;356642.45;0;356642.45;0;16834.00;0;16834.00;0;50837.61;50837.61;0;0;0;0;0;0;0;0;0;0;138151.66;0;138151.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39636.44;9913.21;0;0;0;29723.23;0;0;0;0;0;547333.02;0;547333.02;0;0;0;1154805.44;0;1154805.44;0;0;0;0;238490.33;0;238490.33;0;0;355819.28;0;0;177137.22;0;0;178682.06;0;0;47918864.75;1213386.04
Prefeitura Municipal de Mendes - RJ;3302809;RJ;18086;2013248.88;0;0;2013248.88;0;0;0;0;313982.18;0;0;313982.18;6105920.95;0;5046032.40;0;236155.62;0;83430.57;0;0;728302.36;0;12000.00;0;0;0;0;0;36963.42;0;36963.42;0;0;0;0;0;0;2730468.15;95417.00;0;229729.85;733243.11;1672078.19;1114733.28;195726.26;368926.00;0;346579.36;203501.66;13232008.61;4660035.65;2670514.23;456773.63;8523.86;284772.67;0;5151388.57;0;0;0;0;0;0;15555900.39;13847150.07;4920.00;0;0;227811.99;15216.79;210390.00;0;1250411.54;78000.00;0;78000.00;0;0;0;0;0;0;6856107.50;5223580.14;1632527.36;0;0;0;0;0;0;4836.36;0;4836.36;0;448510.00;448510.00;0;0;0;0;0;0;0;0;0;0;439015.83;0;0;0;0;0;439015.83;0;0;0;0;0;0;0;0;0;0;0;896674.63;0;0;0;0;896674.63;0;0;0;0;0;0;0;0;0;0;0;1959216.10;0;0;0;0;0;1959216.10;44809.00;0;44809.00;0;0;647680.78;0;0;647680.78;0;0;0;0;0;52478076.06;141939.11
Prefeitura Municipal de Peabiru - PR;4118808;PR;14116;995411.74;995411.74;0;0;169628.93;0;169628.93;0;0;0;0;0;4150364.60;248472.16;887075.38;1647653.94;362164.76;136802.24;0;0;868196.12;0;0;0;0;97301.65;0;0;0;0;0;0;0;0;0;0;0;0;802438.70;0;0;84894.82;717543.88;0;0;0;0;0;0;0;6447561.77;0;6447561.77;0;0;0;0;0;0;0;0;0;0;0;9847874.66;6393653.78;0;0;0;2575395.35;68038.41;142877.80;0;667909.32;241567.78;0;241567.78;0;0;0;0;0;0;2878661.60;1445615.32;1433046.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289702.33;0;289702.33;0;0;132411.15;0;132411.15;0;0;0;0;0;0;0;0;257494.67;0;0;0;0;257494.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3859182.04;0;2568400.04;0;0;0;1290782.00;395551.47;0;395551.47;0;0;0;0;0;0;0;0;0;0;0;30565153.09;812799.89
Prefeitura Municipal de São José dos Ausentes - RS;4318622;RS;3456;515097.94;515097.94;0;0;0;0;0;0;0;0;0;0;2389786.71;1050435.60;967179.42;372171.69;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.00;0;1400.00;0;0;0;0;0;0;594786.79;0;0;4450.00;590336.79;0;613831.39;0;613831.39;0;0;0;3133150.32;2862260.02;230184.37;0;29405.53;11300.40;0;0;0;0;0;0;0;0;3657634.07;3140448.34;0;0;65000.00;449300.54;0;1885.19;0;1000.00;12000.00;0;0;12000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7350.00;0;7350.00;0;301380.21;0;301380.21;0;0;0;0;0;0;0;0;0;440981.63;0;440981.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43227.40;0;0;0;0;43227.40;0;0;0;0;0;13746.00;0;13746.00;0;0;0;2728441.69;0;2728441.69;0;0;0;0;173679.41;0;120796.27;52883.14;0;0;0;0;0;0;0;0;0;0;14626493.56;468921.71
Prefeitura Municipal de Chapada do Norte - MG;3116100;MG;15648;1095455.87;950104.19;0;145351.68;0;0;0;0;0;0;0;0;1439967.93;0;921427.82;448409.16;3921.86;0;0;0;0;66209.09;0;0;0;8218.65;0;0;0;0;0;0;0;0;0;0;0;0;785248.31;0;102227.57;0;389357.78;293662.96;665357.96;0;665357.96;0;0;0;6393178.67;4847981.59;512706.91;122872.80;97429.58;54876.75;0;757311.04;0;0;0;0;0;0;10608175.23;9884507.61;0;0;0;277645.89;54569.86;0;0;391451.87;452156.31;45690.00;363886.79;42579.52;0;0;0;0;0;2823186.60;55911.84;2453295.56;0;313979.20;0;0;0;0;401310.90;401310.90;0;0;140379.98;79734.33;0;0;0;0;60645.65;0;0;0;0;0;793659.39;122361.91;60869.62;0;334149.20;0;276278.66;0;0;0;0;0;0;0;0;0;0;0;5000.00;0;0;0;0;5000.00;0;24045.09;23985.09;60.00;0;0;0;0;0;0;0;886801.37;0;569455.20;0;0;0;317346.17;199323.27;0;199323.27;0;0;574988.69;0;0;310284.02;0;0;0;0;264704.67;27296454.22;0
Prefeitura Municipal de Crateús - CE;2304103;CE;74188;3498348.92;3498348.92;0;0;0;0;0;0;0;0;0;0;22213592.09;0;15714887.34;5635658.24;307460.02;0;0;0;0;0;0;0;555586.49;0;0;0;0;0;0;0;0;0;0;0;0;0;5328931.23;48452.78;0;463201.46;2116379.77;2700897.22;0;0;0;0;0;0;37548625.10;10697072.28;21729216.28;443703.88;172617.40;1141264.43;0;3364750.83;0;0;0;0;0;0;48237806.38;37354340.44;0;0;0;3615059.30;789631.38;0;6478775.26;0;1385736.06;0;1385736.06;0;0;0;0;0;0;1719449.24;1719449.24;0;0;0;125942.80;0;125942.80;0;77484.00;0;77484.00;0;976452.62;17332.46;0;0;0;0;959120.16;0;0;0;0;0;981024.92;55508.59;0;0;0;0;925516.33;0;0;0;0;0;0;0;0;0;0;0;369432.99;369432.99;0;0;0;0;0;0;0;0;0;2289888.51;0;2289888.51;0;0;0;392960.64;0;392960.64;0;0;0;0;1918306.76;0;631252.07;781854.24;505200.45;640102.20;0;0;640102.20;0;0;0;0;0;127704084.46;0
Prefeitura Municipal de Ramilândia - PR;4121257;PR;4359;684474.88;684474.88;0;0;0;0;0;0;0;0;0;0;1690343.23;121205.16;1148361.58;245372.93;117029.62;0;0;0;0;0;0;58373.94;0;0;0;0;0;17246.06;0;0;0;17246.06;0;0;0;0;1055578.42;44809.97;0;170374.36;838896.49;1497.60;0;0;0;0;0;0;3563662.04;3447605.31;0;0;116056.73;0;0;0;0;0;0;0;0;0;4309461.35;3016833.39;0;0;122070.10;842657.87;36971.82;112391.87;0;178536.30;84023.23;0;84023.23;0;0;0;0;0;0;533586.05;461878.05;71708.00;0;0;0;0;0;0;0;0;0;0;5477.63;5477.63;0;0;0;0;0;0;0;0;0;0;978211.64;81529.59;869982.05;0;0;0;26700.00;0;0;0;0;343415.00;343415.00;0;0;0;0;0;263.22;263.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;908249.35;0;908249.35;0;0;0;0;173713.20;0;0;173713.20;0;243741.59;0;0;243741.59;0;0;0;0;0;14591446.89;0
Prefeitura Municipal de Jardim de Angicos - RN;2405504;RN;2673;595482.70;595482.70;0;0;0;0;0;0;0;0;0;0;1634173.02;0;1471918.88;90768.42;3375.00;0;0;0;9680.00;0;0;58430.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1005392.74;0;0;5177.00;555215.74;445000.00;0;0;0;0;0;0;3035102.14;2607480.55;303216.67;0;46214.49;74580.43;0;3610.00;0;0;0;0;0;0;3687021.64;2644966.60;0;0;0;464765.50;0;0;0;577289.54;60330.00;0;60330.00;0;9448.21;0;9448.21;0;0;1171345.22;99240.54;1072104.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278086.52;0;264697.52;0;0;0;13389.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11110.32;0;11110.32;0;0;250620.51;250620.51;0;0;0;0;0;0;0;11738113.02;0
Prefeitura Municipal de Itaueira - PI;2205102;PI;10818;804028.89;804028.89;0;0;0;0;0;0;0;0;0;0;6758381.23;0;6342168.70;296922.62;0;0;0;0;0;0;0;0;119289.91;0;0;0;0;0;0;0;0;0;0;0;0;0;661890.54;0;0;659394.54;2496.00;0;0;0;0;0;0;0;6917108.66;6274471.04;0;0;32268.60;0;0;610369.02;0;0;0;0;0;0;6096685.25;5805664.08;0;0;0;291021.17;0;0;0;0;0;0;0;0;0;0;0;0;0;1454248.84;722573.38;0;0;731675.46;0;0;0;0;107894.50;0;107894.50;0;0;0;0;0;0;0;0;0;0;0;0;0;24180.72;0;0;0;16200.72;0;7980.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22824418.63;0
Prefeitura Municipal de Pirapó - RS;4314555;RS;2707;575117.33;567125.33;0;7992.00;0;0;0;0;0;0;0;0;3024158.38;0;2885139.14;26653.20;59283.88;0;0;0;0;0;0;53082.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486593.88;0;3611.37;81640.51;166198.68;235143.32;640446.09;0;617729.61;0;22716.48;0;3018753.30;2679850.09;433.27;0;22366.16;32863.92;0;283239.86;0;0;0;0;0;0;2370389.59;1590283.80;0;0;9988.32;385251.97;0;0;0;384865.50;142767.49;0;44593.00;98174.49;0;0;0;0;0;70.82;70.82;0;0;0;135675.38;87367.25;48308.13;0;302403.38;2020.00;10675.92;289707.46;119170.18;119170.18;0;0;0;0;0;0;0;0;0;0;837220.30;169840.51;0;0;0;0;667379.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41743.23;0;0;0;0;41743.23;277513.25;0;277513.25;0;0;0;0;11075.00;0;11075.00;0;0;91280.46;0;0;91280.46;0;0;0;0;0;12074378.06;0
Prefeitura Municipal de Rodelas - BA;2927101;BA;8763;819612.46;819612.46;0;0;84000.00;84000.00;0;0;0;0;0;0;3080851.85;0;3073276.85;0;7575.00;0;0;0;0;0;0;0;0;0;0;0;0;81249.11;81249.11;0;0;0;0;0;0;0;569839.57;0;0;51077.77;518761.80;0;0;0;0;0;0;0;4597754.98;4190679.38;273208.95;0;133866.65;0;0;0;0;0;0;0;0;0;8252861.94;0;0;0;23750.00;0;0;0;8229111.94;0;300770.00;0;300770.00;0;0;0;0;0;0;2967532.26;0;2967532.26;0;0;0;0;0;0;141657.00;0;141657.00;0;18026.50;0;0;0;18026.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204134.85;0;204134.85;0;0;0;6480.00;0;6480.00;0;0;0;0;9199.50;0;9199.50;0;0;0;0;0;0;0;0;0;0;0;21133970.02;0
Prefeitura Municipal de Dom Expedito Lopes - PI;2203404;PI;6735;20000.00;0;0;20000.00;0;0;0;0;0;0;0;0;2381420.56;0;2242059.48;14900.29;28400.00;0;0;0;0;0;0;0;96060.79;0;0;0;0;3064.53;3064.53;0;0;0;0;0;0;0;668031.94;4184.16;0;145293.45;187520.39;331033.94;543181.67;543181.67;0;0;0;0;2908694.21;2736612.57;3650.00;32816.91;8176.75;127437.98;0;0;68583.52;68583.52;0;0;0;0;4544584.41;4463480.13;0;0;0;52136.82;28967.46;0;0;0;22471.20;0;22471.20;0;0;0;0;0;0;410612.49;114040.00;296572.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286665.46;236801.54;7112.00;0;0;0;42751.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90413.55;0;90413.55;0;0;0;11930.82;0;11930.82;0;0;0;0;79307.09;0;79307.09;0;0;0;0;0;0;0;0;0;0;0;12038961.45;0
Prefeitura Municipal de Guaiçara - SP;3517208;SP;11511;1303699.45;1303699.45;0;0;0;0;0;0;327179.44;0;327179.44;0;3574396.13;0;1394477.78;1541293.25;0;0;0;0;265052.52;277691.07;0;95881.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;688469.60;12.60;0;84573.97;603883.03;0;104023.20;0;104023.20;0;0;0;5217530.46;5096815.27;0;0;77609.84;43105.35;0;0;0;0;0;0;0;0;10009841.55;5416269.70;32615.20;0;14647.50;4543718.44;2590.71;0;0;0;77237.12;0;77237.12;0;10000.00;0;10000.00;0;0;3536803.91;673859.80;2862944.11;0;0;0;0;0;0;1196960.00;0;1196960.00;0;187342.60;0;187342.60;0;0;0;0;0;0;0;0;0;121733.61;0;0;0;0;0;121733.61;0;0;0;0;0;0;0;0;0;0;0;46273.87;46273.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554137.13;0;554137.13;0;0;0;0;1338594.90;0;351052.23;987542.67;0;981284.93;657653.28;0;182306.93;0;141324.72;0;0;0;29275507.90;0
Prefeitura Municipal de Ângulo - PR;4101150;PR;2959;642056.92;642056.92;0;0;63957.41;0;63957.41;0;0;0;0;0;2656401.56;65996.14;1891317.21;339756.67;83450.49;0;67722.76;0;1900.00;160358.29;0;45900.00;0;77.86;0;0;0;0;0;0;0;0;0;0;0;0;665144.32;0;0;94681.96;557103.67;13358.69;547454.84;0;547454.84;0;0;0;3375211.97;567026.07;2684789.51;0;110933.39;0;0;12463.00;0;0;0;0;0;0;2495018.79;1602442.72;429.68;0;0;872216.08;4251.74;12573.79;0;3104.78;214617.16;0;214617.16;0;0;0;0;0;0;1857525.80;327007.72;1530518.08;0;0;0;0;0;0;362774.25;0;362774.25;0;9665.69;6700.62;0;0;0;0;2965.07;0;0;0;0;0;83609.43;0;0;0;83609.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24700.00;0;24700.00;0;0;0;64967.65;0;64967.65;0;0;0;0;148261.08;0;103331.73;0;44929.35;297973.31;0;0;153693.18;0;0;144280.13;0;0;13509418.04;0
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;10956097.60;3288635.50;0;7667462.10;7962296.11;30842.25;7931453.86;0;0;0;0;0;60720391.55;582243.89;51632383.94;577016.63;757520.20;6389470.33;768497.56;13259.00;0;0;0;0;0;0;0;0;0;227021.95;0;227021.95;0;0;0;0;0;0;9505019.15;241800.00;190476.00;3511218.08;5287979.51;273545.56;47316307.46;0;45697591.81;0;0;1618715.65;82039105.97;31804462.64;26265068.32;5386.80;483985.53;1068094.77;0;22412107.91;0;0;0;0;0;0;93038822.62;72947510.18;0;258000.00;0;4597119.10;2386436.57;1448567.42;0;11401189.35;7980.00;7980.00;0;0;0;0;0;0;0;69585568.68;24508118.71;35914986.23;0;9162463.74;228439.34;0;0;228439.34;0;0;0;0;19503806.42;929836.64;10320578.99;7605320.57;0;0;648070.22;110604.95;0;0;110604.95;0;7952.00;0;7952.00;0;0;0;0;0;0;0;0;16636.37;16636.37;0;0;0;0;0;3787909.00;0;0;0;0;3778739.00;9170.00;0;0;0;0;0;0;0;0;0;0;7588405.05;0;4832838.77;0;0;0;2755566.28;792511.32;0;0;296530.32;495981.00;20415784.18;1964538.68;0;4925098.21;0;0;13474093.20;0;52054.09;433810659.72;0
Prefeitura Municipal de Morungaba - SP;3532009;SP;12779;868484.06;868484.06;0;0;0;0;0;0;0;0;0;0;4366469.33;0;3620909.04;745560.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1161373.04;0;0;81565.78;1079807.26;0;0;0;0;0;0;0;8573068.33;5796753.81;2367410.30;0;126407.22;282497.00;0;0;0;0;0;0;0;0;12572974.42;10293381.76;0;2407.20;204211.00;2072974.46;0;0;0;0;238259.66;0;238259.66;0;13009.98;0;0;0;13009.98;8207758.43;4381479.26;3826279.17;0;0;0;0;0;0;0;0;0;0;124825.30;124825.30;0;0;0;0;0;0;0;0;0;0;116272.74;116272.74;0;0;0;0;0;0;0;0;0;100.00;100.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417649.54;0;417649.54;0;0;0;0;358382.71;0;358382.71;0;0;481924.15;0;0;319335.86;0;0;162588.29;0;0;37500551.69;0
