##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Pinheiro Preto - SC;4213005;SC;3353;426691.85;426691.85;0;0;0;0;0;0;0;0;0;0;2253533.79;0;2253533.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167133.51;15045.03;152088.48;0;0;0;0;0;815171.37;0;0;1966.06;813205.31;0;603708.82;0;603708.82;0;0;0;3189297.14;3135717.81;5643.75;0;23960.35;23975.23;0;0;0;0;0;0;0;0;3626971.96;3162703.12;0;0;29250.00;415494.84;0;19524.00;0;0;149910.32;0;149910.32;0;0;0;0;0;0;261687.38;84326.31;177361.07;0;0;0;0;0;0;0;0;0;0;2736.01;2736.01;0;0;0;0;0;0;0;0;0;0;697186.10;0;564897.10;0;132289.00;0;0;0;0;0;0;0;0;0;0;0;0;0;9982.53;0;0;0;0;9982.53;0;0;0;0;0;0;0;0;0;0;3284730.36;0;3284730.36;0;0;0;0;133916.48;0;133916.48;0;0;504825.44;0;0;0;0;0;504825.44;0;0;16127483.06;0
Prefeitura Municipal de Teresina - PI;2211001;PI;840600;48560410.10;7120974.36;0;41439435.74;0;0;0;0;14626599.70;635653.10;13990946.60;0;262173100.40;21684485.18;199112803.57;15371259.09;33873.68;1332121.34;5994353.73;0;2078990.76;0;0;16565213.05;0;0;0;0;0;0;0;0;0;0;0;0;0;43942003.13;0;495000.00;214667.93;20435236.61;22797098.59;145625904.08;0;137114483.12;0;0;8511420.96;842906699.75;99930361.05;326426460.05;16329320.09;124662.40;9424821.96;19409.40;390651664.80;11310640.13;297693.96;0;6980097.64;4032848.53;0;420367503.11;242384926.96;0;124460.00;0;71467415.54;0;0;0;106390700.61;15141339.44;30900.85;15030438.59;80000.00;805810.31;0;805810.31;0;0;206799679.80;117219888.74;41923565.31;2584406.50;45071819.25;4930684.92;0;2276907.08;2653777.84;12489890.13;873405.66;11616484.47;0;7060367.69;459022.91;144506.28;2100060.00;364563.69;0;3992214.81;0;0;0;0;0;1353999.62;0;0;0;1353999.62;0;0;0;0;0;0;0;0;0;0;0;0;0;3684133.61;47989.00;0;0;2983931.29;652213.32;0;0;0;0;0;7032.94;0;7032.94;0;0;526453.87;0;526453.87;0;0;0;0;4117796.19;1004840.80;3112955.39;0;0;27032737.00;0;0;16438780.12;0;0;10593956.88;0;0;2073462785.92;0
Prefeitura Municipal de Congonhas - MG;3118007;MG;52280;12195670.64;12195670.64;0;0;0;0;0;0;0;0;0;0;62914702.37;1185285.25;38174105.54;3247502.88;0;689464.12;460811.04;0;0;0;0;0;19157533.54;0;0;0;0;2556246.86;2435723.91;120522.95;0;0;0;0;0;7637909.56;0;30084.68;518678.39;685314.41;6403832.08;13420412.00;12596700.62;0;0;0;823711.38;61479334.25;8467585.01;14311085.82;1754337.64;216935.50;227716.47;0;36501673.81;18355.02;18355.02;0;0;0;0;64579833.41;38895493.65;0;0;393680.00;2640772.50;0;1915284.00;0;20734603.26;8410333.09;4021473.30;4039207.36;349652.43;0;0;0;0;0;9078202.08;2523297.28;6554904.80;0;0;1509815.90;0;901145.24;608670.66;0;0;0;0;6883452.97;6614901.78;268551.19;0;0;0;0;68104.93;0;0;68104.93;0;118551.20;0;118551.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361107.96;0;0;0;0;27400.00;333707.96;75395.00;0;75395.00;0;373320.16;0;373320.16;0;0;14547777.42;0;0;0;0;0;14547777.42;4388604.19;168364.00;2443182.95;1777057.24;0;5369177.30;0;0;1053650.72;0;0;0;0;4315526.58;275986306.31;14400674.30
Prefeitura Municipal de Lassance - MG;3138104;MG;6663;784266.38;549175.26;0;235091.12;583749.02;583749.02;0;0;0;0;0;0;3301490.26;549695.59;2497164.97;59061.18;6350.00;0;0;0;0;0;0;0;189218.52;0;0;0;0;0;0;0;0;0;0;0;0;859301.02;0;0;126229.00;285354.14;447717.88;354534.20;0;354534.20;0;0;0;4550681.26;2402987.12;405320.05;54188.69;36435.02;78964.33;0;1572786.05;0;0;0;0;0;0;4315324.62;4087310.11;0;0;24000.00;1172.24;0;0;0;202842.27;260557.99;3559.30;256998.69;0;0;0;0;0;0;749875.76;441680.18;281904.71;0;26290.87;0;0;0;0;626015.99;0;4280.00;621735.99;55452.26;27052.26;24900.00;0;0;0;3500.00;275.00;0;0;0;275.00;107166.43;0;104766.43;0;0;0;2400.00;0;0;0;0;0;0;0;0;0;0;0;1750.00;0;0;0;0;1750.00;0;0;0;0;0;0;0;0;0;0;691222.88;0;691222.88;0;0;0;0;30484.76;0;24757.76;5727.00;0;515343.66;0;0;515343.66;0;0;0;0;0;17787491.49;0
Prefeitura Municipal de Conceição da Aparecida - MG;3117108;MG;10263;821078.71;718017.49;0;103061.22;0;0;0;0;0;0;0;0;1643817.35;0;1275534.60;324790.90;43491.85;0;0;0;0;0;0;0;0;0;0;0;0;217517.59;217517.59;0;0;0;0;0;0;481697.72;0;0;51491.87;306141.87;124063.98;971244.01;580748.52;390495.49;0;0;0;6546637.29;1729239.71;4485363.69;17883.01;642.24;172085.88;0;141422.76;207115.91;207115.91;0;0;0;0;5330549.43;4705899.61;0;0;175342.49;242069.49;0;0;0;207237.84;153292.98;0;138749.22;14543.76;0;0;0;0;0;2811467.74;663778.66;443479.50;0;1704209.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108212.87;0;41422.26;0;0;0;66790.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4961.25;0;4961.25;0;0;0;0;0;0;452685.14;0;452685.14;0;0;0;0;133387.10;0;44681.64;0;88705.46;766747.78;0;0;766747.78;0;0;0;0;0;20650412.87;0
Prefeitura Municipal de Ibiúna - SP;3519709;SP;75845;4917330.80;4917330.80;0;0;0;0;0;0;1231437.70;0;1231437.70;0;22881356.37;376959.81;20455331.31;0;0;0;0;0;0;2049065.25;0;0;0;0;0;0;0;4651476.10;4651476.10;0;0;0;0;0;0;1052523.96;0;0;0;1052523.96;0;0;0;0;0;0;0;43416380.14;17894342.86;25426068.80;0;81435.88;14532.60;0;0;0;0;0;0;0;0;42828133.68;28455436.98;0;0;529360.00;11453443.83;0;174011.02;0;2215881.85;278370.42;0;278370.42;0;0;0;0;0;0;10236758.82;3934653.57;6302105.25;0;0;196894.78;0;0;196894.78;0;0;0;0;1682008.53;5938.33;1676070.20;0;0;0;0;0;0;0;0;0;783352.87;783352.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1207091.40;205878.41;0;0;0;1001212.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2189335.56;0;2189335.56;0;0;3858096.55;0;0;2581946.70;0;0;1276149.85;0;0;141410547.68;0
Prefeitura Municipal de Acarape - CE;2300150;CE;16153;0;0;0;0;0;0;0;0;0;0;0;0;4202244.46;69305.26;4079475.64;53463.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563642.74;113552.70;0;86353.95;150392.31;213343.78;0;0;0;0;0;0;7484992.41;2661987.76;1723734.47;0;0;185209.22;0;2914060.96;0;0;0;0;0;0;8831378.18;8334002.31;0;0;0;397269.19;100106.68;0;0;0;701332.25;4126.00;697206.25;0;0;0;0;0;0;3258087.53;296359.07;207500.00;0;2754228.46;0;0;0;0;0;0;0;0;46867.05;0;0;0;46867.05;0;0;0;0;0;0;0;3085.00;0;0;0;3085.00;0;0;0;0;0;0;14675.20;0;14675.20;0;0;0;0;28190.00;0;0;0;0;28190.00;0;0;0;0;0;282446.58;0;282446.58;0;0;0;0;0;0;0;0;0;2829.60;0;2829.60;0;0;1893.35;0;0;1893.35;0;0;0;0;0;25421664.35;0
Prefeitura Municipal de Pedreiras - MA;2108207;MA;38582;1758232.89;1758232.89;0;0;0;0;0;0;0;0;0;0;7218763.89;0;6195343.14;738423.30;28080.00;0;0;0;0;256917.45;0;0;0;0;0;0;0;30360.00;30360.00;0;0;0;0;0;0;1519187.49;20972.99;0;261867.06;339360.87;896986.57;6937316.64;0;0;0;0;6937316.64;24471578.01;9039168.00;9571124.20;0;15519.30;502673.43;0;5343093.08;0;0;0;0;0;0;25208827.68;20538196.83;0;0;0;2699250.52;0;55608.00;0;1915772.33;1233871.71;0;910650.00;323221.71;52719.82;0;0;0;52719.82;9266341.55;0;5422537.56;0;3843803.99;0;0;0;0;0;0;0;0;215873.65;0;0;0;0;0;215873.65;0;0;0;0;0;173421.40;0;0;0;0;0;173421.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220247.05;0;220247.05;0;0;0;0;112977.89;0;112977.89;0;0;432111.23;0;0;432111.23;0;0;0;0;0;78851830.90;0
Prefeitura Municipal de Viçosa - MG;3171303;MG;76745;4394338.13;4394338.13;0;0;59000.00;59000.00;0;0;0;0;0;0;14679738.21;0;14308215.43;0;0;0;0;0;0;0;0;0;371522.78;0;0;0;0;126495.85;100060.45;0;26435.40;0;0;0;0;3104176.32;9120.00;420000.00;370404.01;1259318.41;1045333.90;8904574.55;8904574.55;0;0;0;0;55481022.61;11630301.31;24571054.60;1578035.58;24739.21;724307.14;129571.32;16823013.45;3628.24;0;3628.24;0;0;0;29030099.14;25436118.64;0;0;0;782901.74;0;0;0;2811078.76;1768643.28;41600.00;541375.88;1185667.40;0;0;0;0;0;11540180.78;2110487.94;1859249.28;0;7570443.56;0;0;0;0;17487453.38;0;13999649.37;3487804.01;0;0;0;0;0;0;0;301401.77;0;3540.77;0;297861.00;745159.43;0;356900.00;0;0;0;388259.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68000.00;0;68000.00;0;0;2743072.17;1048137.25;0;0;0;0;1081211.60;0;613723.32;150436983.86;8686475.85
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;1235303.13;1235303.13;0;0;0;0;0;0;0;0;0;0;3418672.19;0;2566978.21;807243.98;0;0;0;0;0;44450.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849311.90;5010.00;0;94070.55;548074.68;202156.67;0;0;0;0;0;0;8082358.33;3231772.20;3510500.10;0;86087.38;187239.66;0;1066758.99;0;0;0;0;0;0;10895630.51;10462854.98;0;0;0;88.00;0;14604.90;0;418082.63;498416.44;0;17353.00;481063.44;65689.97;65109.97;0;0;580.00;3759394.77;445695.50;2976372.47;0;337326.80;1050.00;0;1050.00;0;216179.57;216179.57;0;0;2770.66;2770.66;0;0;0;0;0;0;0;0;0;0;266554.62;0;2650.00;0;0;0;263904.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46955.71;0;46955.71;0;0;0;0;0;0;1408469.45;0;531548.92;0;0;0;876920.53;130961.50;24403.00;24829.50;0;81729.00;491078.13;0;0;310551.55;0;0;180526.58;0;0;31368796.88;0
Prefeitura Municipal de Piedade do Rio Grande - MG;3150307;MG;4744;487790.27;487790.27;0;0;0;0;0;0;0;0;0;0;1553263.27;0;1529482.56;23420.71;360.00;0;0;0;0;0;0;0;0;0;0;0;0;24425.99;24425.99;0;0;0;0;0;0;372427.01;18350.85;0;96365.70;239979.04;17731.42;0;0;0;0;0;0;3338975.53;2293490.33;867465.82;0;20305.34;18618.69;1470.00;137625.35;20483.58;20483.58;0;0;0;0;2445294.31;2175868.17;0;231.08;52967.46;167410.41;4258.92;44558.27;0;0;452671.31;177372.16;217418.93;57880.22;0;0;0;0;0;68066.14;0;68066.14;0;0;77238.76;0;77238.76;0;33596.35;24999.12;8597.23;0;179609.87;179609.87;0;0;0;0;0;0;0;0;0;0;239436.10;0;156988.77;0;0;0;82447.33;0;0;0;0;0;0;0;0;0;0;0;9255.00;0;0;0;0;9255.00;0;0;0;0;0;138427.08;0;138427.08;0;0;480508.13;0;480508.13;0;0;0;0;32245.79;0;32245.79;0;0;216449.94;0;0;216449.94;0;0;0;0;0;10170164.43;0
Prefeitura Municipal de Cacaulândia - RO;1100601;RO;6318;834802.24;834802.24;0;0;0;0;0;0;0;0;0;0;5460515.86;0;5460515.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675165.72;5573.06;26277.47;27207.70;122607.12;493500.37;409552.46;0;409552.46;0;0;0;4753095.96;565567.74;540716.05;0;8331.40;210512.95;0;3427967.82;0;0;0;0;0;0;6261732.53;5748482.51;58293.50;0;0;428131.55;0;0;0;26824.97;86506.97;0;86506.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312731.56;0;3000.00;0;0;0;309731.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9300.68;0;9300.68;0;0;605251.76;0;605251.76;0;0;0;0;28607.45;0;28607.45;0;0;0;0;0;0;0;0;0;0;0;19437263.19;0
Prefeitura Municipal de Riachuelo - SE;2805901;SE;9949;937980.39;937980.39;0;0;86829.16;86829.16;0;0;0;0;0;0;3790573.72;133917.60;2645259.96;804312.11;93070.61;0;0;0;0;0;0;114013.44;0;0;0;0;0;0;0;0;0;0;0;0;0;1605345.93;0;0;41760.68;1563585.25;0;0;0;0;0;0;0;4252453.47;3754250.94;498202.53;0;0;0;0;0;0;0;0;0;0;0;7831966.89;7545161.89;0;0;271210.00;15595.00;0;0;0;0;159547.34;0;159547.34;0;0;0;0;0;0;3514703.75;3494740.73;19963.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151126.42;151126.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13640.00;0;0;0;0;13640.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170899.87;0;170899.87;0;0;259194.83;0;0;29674.78;0;0;229520.05;0;0;22774261.77;0
Prefeitura Municipal de Senhora de Oliveira - MG;3166006;MG;5871;589486.43;589486.43;0;0;81731.91;0;0;81731.91;0;0;0;0;1266228.68;0;1155558.84;110669.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335381.20;37318.10;36000.00;9053.34;150825.97;102183.79;520568.02;0;520568.02;0;0;0;3984613.43;3256381.04;17070.00;94063.51;60498.03;26071.95;0;530528.90;3592.68;3592.68;0;0;0;0;2593538.02;1791333.45;170.00;0;34459.26;369741.77;0;0;0;397833.54;659458.87;179912.05;479546.82;0;0;0;0;0;0;1358838.24;969491.45;107028.40;0;282318.39;120897.82;50148.10;70749.72;0;318053.36;0;318053.36;0;168403.83;168403.83;0;0;0;0;0;0;0;0;0;0;272629.99;0;272629.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9000.00;0;0;0;0;9000.00;0;11021.15;0;11021.15;0;130371.94;0;130371.94;0;0;721364.40;0;580839.15;0;0;0;140525.25;3424.01;0;3424.01;0;0;0;0;0;0;0;0;0;0;0;13148603.98;0
Prefeitura Municipal de Serra Redonda - PB;2515807;PB;7071;524543.06;524543.06;0;0;0;0;0;0;0;0;0;0;1096673.89;0;847935.73;248738.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;564200.15;0;0;12088.66;552111.49;0;0;0;0;0;0;0;2778345.05;1143327.18;1608092.66;0;0;26925.21;0;0;0;0;0;0;0;0;5014978.66;4910460.89;0;0;0;104517.77;0;0;0;0;147408.88;0;147408.88;0;0;0;0;0;0;1157588.32;0;1157588.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163371.47;0;163371.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30951.45;0;30951.45;0;0;0;0;51502.27;0;51502.27;0;0;421703.08;0;0;81703.10;0;0;339999.98;0;0;11951266.28;0
Prefeitura Municipal de São Domingos do Maranhão - MA;2110708;MA;33716;0;0;0;0;0;0;0;0;0;0;0;0;9534875.36;0;8941021.80;593853.56;0;0;0;0;0;0;0;0;0;0;0;0;0;309085.25;309017.25;68.00;0;0;0;0;0;1327570.40;0;0;397786.86;319504.08;610279.46;0;0;0;0;0;0;15944282.90;7792383.35;3994739.44;0;16437.67;338549.16;0;3802173.28;0;0;0;0;0;0;33057359.35;24495614.42;1627647.08;0;0;22880.00;0;0;0;6911217.85;1606499.88;0;1606499.88;0;0;0;0;0;0;599600.08;599600.08;0;0;0;0;0;0;0;0;0;0;0;133282.80;0;0;0;0;0;133282.80;0;0;0;0;0;604114.60;428850.00;0;0;0;0;175264.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685620.92;0;685620.92;0;0;3806255.36;0;3806255.36;0;0;0;0;119917.56;117205.56;0;2712.00;0;281268.83;0;0;0;0;281268.83;0;0;0;68009733.29;0
Prefeitura Municipal de Pedra Branca - CE;2310506;CE;42696;2004309.42;2004309.42;0;0;0;0;0;0;0;0;0;0;10453975.60;339588.40;9927143.21;0;96000.00;0;0;0;0;0;0;91243.99;0;0;0;0;0;0;0;0;0;0;0;0;0;3638266.10;28688.00;114605.00;325929.42;3169043.68;0;0;0;0;0;0;0;17723299.22;7670468.96;6286476.38;293981.40;450034.84;0;0;3022337.64;0;0;0;0;0;0;36363966.82;31658655.90;1380694.56;0;0;1640534.61;162328.40;924.70;0;1520828.65;1161528.94;0;1161528.94;0;0;0;0;0;0;9294425.00;7843530.54;1450894.46;0;0;0;0;0;0;2400686.89;11938.61;1841181.38;547566.90;0;0;0;0;0;0;0;0;0;0;0;0;1500965.02;0;0;0;0;1481954.21;19010.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343554.40;0;343554.40;0;0;0;0;586816.79;0;586816.79;0;0;1049664.69;0;0;353165.48;0;0;696499.21;0;0;86521458.89;0
Prefeitura Municipal de Santa Inês - PR;4123600;PR;1784;0;0;0;0;0;0;0;0;0;0;0;0;1898813.71;0;1254856.46;278029.56;250779.47;0;0;0;0;0;0;115148.22;0;0;0;0;0;0;0;0;0;0;0;0;0;547022.93;0;0;192093.68;354929.25;0;488726.95;326433.40;162293.55;0;0;0;2177302.31;1393195.45;707564.01;0;14928.12;43397.14;18217.59;0;49235.59;0;0;0;49235.59;0;3137149.83;2976796.16;0;0;0;160353.67;0;0;0;0;142466.43;0;142466.43;0;0;0;0;0;0;953119.35;0;953119.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47057.07;0;47057.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379666.35;0;379666.35;0;0;0;0;81026.04;0;81026.04;0;0;462460.83;0;0;316962.62;0;0;145498.21;0;0;10364047.39;0
Prefeitura Municipal de Gararu - SE;2802403;SE;11718;787160.02;787160.02;0;0;254562.84;254562.84;0;0;0;0;0;0;7750938.89;0;7428947.89;256970.09;0;0;0;0;0;0;0;65020.91;0;0;0;0;0;0;0;0;0;0;0;0;0;1106531.01;0;0;72913.84;1033617.17;0;0;0;0;0;0;0;1869998.41;1555445.63;149832.70;0;0;164720.08;0;0;0;0;0;0;0;0;9910237.45;9874093.55;0;0;0;36143.90;0;0;0;0;30482.65;0;30482.65;0;0;0;0;0;0;44053.86;19784.86;24269.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109500.00;0;0;0;0;109500.00;0;0;0;0;0;0;0;0;0;0;14726.26;0;14726.26;0;0;0;0;6108.00;0;6108.00;0;0;0;0;0;0;0;0;0;0;0;21884299.39;0
Prefeitura Municipal de Formosa do Rio Preto - BA;2911105;BA;25074;4076822.08;4076822.08;0;0;0;0;0;0;0;0;0;0;8259539.60;0;8190451.53;0;0;69088.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4489145.73;0;0;61058.28;4428087.45;0;0;0;0;0;0;0;17563754.11;16690042.47;688676.46;0;0;185035.18;0;0;0;0;0;0;0;0;24240448.79;22754940.53;62451.20;0;0;988190.91;0;0;0;434866.15;1510868.12;0;471367.66;1039500.46;0;0;0;0;0;7669066.72;4397904.47;3271162.25;0;0;41590.43;0;41590.43;0;0;0;0;0;1022233.95;1022233.95;0;0;0;0;0;0;0;0;0;0;5760268.61;0;3446765.14;0;2313503.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267377.66;0;267377.66;0;0;6826907.97;0;6826907.97;0;0;0;0;574174.82;0;520674.82;53500.00;0;1850505.78;0;0;1850505.78;0;0;0;0;0;84152704.37;0
Prefeitura Municipal de Lima Campos - MA;2106003;MA;11612;0;0;0;0;0;0;0;0;0;0;0;0;3354617.81;0;3354617.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;676459.97;14404.55;0;167958.26;133003.87;361093.29;185284.00;185284.00;0;0;0;0;9454277.45;2727662.74;3007536.47;0;0;75713.98;0;3643364.26;0;0;0;0;0;0;8796147.99;6415962.60;9188.20;0;0;1205621.43;314000.35;4800.00;0;846575.41;573575.32;0;524735.32;48840.00;0;0;0;0;0;2489397.80;1931550.17;365976.64;0;191870.99;0;0;0;0;32589.85;32589.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313282.03;97220.00;0;216062.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281244.78;0;281244.78;0;0;1512242.06;0;617005.44;0;0;0;895236.62;150000.57;0;150000.57;0;0;0;0;0;0;0;0;0;0;0;27819119.63;0
