##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"02 - Judiciária";"03 - Essencial à Justiça";"04 - Administração";"05 - Defesa Nacional";"06 - Segurança Pública";"07 - Relações Exteriores";"08 - Assistência Social";"09 - Previdência Social";"10 - Saúde";"11 - Trabalho";"12 - Educação";"13 - Cultura";"14 - Direitos da Cidadania";"15 - Urbanismo";"16 - Habitação";"17 - Saneamento";"18 - Gestão Ambiental";"19 - Ciência e Tecnologia";"20 - Agricultura";"21 - Organização Agrária";"22 - Indústria";"23 - Comércio e Serviços";"24 - Comunicações";"25 - Energia";"26 - Transporte";"27 - Desporto e Lazer";"28 - Encargos Especiais";"Despesas (Intraorçamentárias)";lof_absoluto_com_pop;lof_absoluto_sem_pop;lof_absoluto_suav;lof_absoluto_suav_norm;lof_relativo;lof_relativo_norm
Prefeitura Municipal de Redenção - CE;2311603;CE;27182;1521000.00;0;0;6108136.04;0;0;0;2140387.06;4389089.78;13189586.80;0;18586531.24;261935.63;0;1718090.64;0;62662.17;31995.00;0;359140.68;0;515000.00;0;0;0;147656.99;178614.97;1118429.93;0;1.09;1.09;1.10;1.06;1.05;1.13
Prefeitura Municipal de Buriti do Tocantins - TO;1703800;TO;10681;0;0;0;1711152.08;0;474.60;0;0;145874.33;17683.70;0;4357639.34;0;0;489993.62;0;0;531818.48;0;142822.93;0;0;0;0;0;69017.97;63899.02;0;0;2.02;2.02;1.37;3.03;1.75;1.54
Prefeitura Municipal de Itaporanga - SP;3522802;SP;15090;1190951.24;0;0;5982047.91;0;0;0;2132906.88;7109.96;8611941.86;0;8563578.97;335370.83;0;1077873.37;1324432.18;0;18053.85;0;590412.98;0;0;0;15708.16;0;454779.26;161277.29;317236.90;0;1.07;1.07;1.11;1.14;1.04;1.66
Prefeitura Municipal de Rosário da Limeira - MG;3156452;MG;4495;585935.03;0;0;2076821.95;0;66211.36;0;633647.25;185205.70;3299057.79;0;3523746.87;18877.46;0;1102250.62;0;79437.98;72443.33;0;417166.34;0;0;125322.59;0;0;287455.66;100033.66;0;0;0.98;0.98;1.04;1.05;1.01;1.12
Prefeitura Municipal de Miravânia - MG;3142254;MG;4803;588876.53;93307.65;0;1648686.14;20254.56;8118.07;0;478055.68;0;2502973.16;0;3869486.75;445534.48;0;1145985.80;0;579567.12;59397.14;0;138820.00;0;0;0;0;0;517302.14;83297.49;189898.04;0;1.01;1.01;1.08;1.00;1.10;1.44
Prefeitura Municipal de Nova Granada - SP;3533007;SP;20534;1196575.35;0;0;4643020.66;0;0;0;1896114.58;0;11269614.55;0;10999006.15;499067.91;0;6080638.02;0;0;0;0;54868.38;0;0;0;0;0;73854.74;146813.04;304112.21;0;1.10;1.10;0.97;0.99;1.06;1.09
Prefeitura Municipal de Icaraíma - PR;4109906;PR;8723;0;335732.62;0;3393816.65;0;0;0;754831.00;0;6039040.60;0;4015466.94;18206.89;0;2669507.69;0;0;98114.76;0;427168.91;0;73113.06;0;0;0;899021.20;44326.16;636944.98;0;1.16;1.16;1.05;1.06;1.12;1.35
Prefeitura Municipal de Ilha Solteira - SP;3520442;SP;26242;3333679.92;0;0;7428731.74;0;3463990.96;0;3470940.89;5164735.66;20346289.30;0;24877850.56;1905588.00;0;7980840.12;2147536.17;4702626.19;190009.58;0;1191868.27;0;364171.92;2169230.71;0;0;2012476.30;997571.14;1355960.63;4580916.93;1.13;1.13;1.03;1.04;1.23;1.50
Prefeitura Municipal de Recreio - MG;3154101;MG;10651;832772.71;76031.47;0;3970020.37;11010.36;12644.88;0;474208.74;0;4626496.83;0;3318945.00;614875.48;0;2594614.02;0;647190.57;208741.21;59173.00;98543.01;0;0;0;6362.25;0;724.00;103703.28;309204.51;0;1.23;1.23;1.18;1.26;1.22;1.84
Prefeitura Municipal de Feira Grande - AL;2702603;AL;22406;1157222.22;0;0;5717486.69;0;0;0;1222755.44;0;7768245.55;0;19843864.47;617999.82;0;2609417.58;0;0;60004.00;0;927709.29;0;0;0;0;0;244420.15;86448.29;1075215.17;0;1.01;1.01;0.98;1.01;0.99;1.01
Prefeitura Municipal de Romelândia - SC;4215208;SC;5320;605137.06;0;0;1788876.42;0;32150.98;0;766377.06;0;3667503.75;0;2857471.52;60128.98;0;890872.94;0;0;3231.50;0;1379855.64;0;95000.00;17615.50;0;0;2859414.63;117173.91;386330.38;0;1.15;1.15;1.05;1.03;1.19;1.16
Prefeitura Municipal de Vinhedo - SP;3556701;SP;71217;5999450.41;0;1875592.03;21796726.89;0;17752997.94;0;10181949.69;0;93198009.78;0;111623987.41;6356567.80;450862.34;45084819.38;600902.17;23044452.22;1136788.79;0;0;0;0;1229022.83;0;0;209007.09;7230683.75;10494353.74;0;1.27;1.27;1.29;1.14;1.43;2.28
Prefeitura Municipal de Vitória do Jari - AP;1600808;AP;14045;590550.57;0;0;5744929.09;14690.00;0;0;861478.18;0;3345492.95;0;11522585.20;121664.00;0;566393.63;0;0;102696.00;0;182943.41;0;0;0;0;0;0;10752.97;0;0;1.16;1.16;1.06;1.39;1.09;1.02
Prefeitura Municipal de Bacabeira - MA;2101251;MA;16276;1935307.12;0;64800.00;5632425.25;0;439076.97;0;2025084.65;0;7962098.46;0;19738081.42;2311162.77;0;5010533.84;0;548758.97;1293.40;0;796673.27;0;0;0;433897.83;757515.14;241780.29;637852.41;0;0;1.08;1.08;1.23;1.22;1.18;1.88
Prefeitura Municipal de Vieiras - MG;3171402;MG;3777;598423.79;196183.21;0;1476854.12;9556.80;34014.47;0;342211.14;0;2208983.60;0;3296249.29;29530.28;0;541507.44;981.60;41137.24;5500.00;0;467394.83;0;0;617317.93;0;0;462944.53;127929.62;0;0;1.07;1.07;1.15;1.05;1.28;1.80
Prefeitura Municipal de Ubiratã - PR;4128005;PR;21916;0;0;0;5010038.21;0;35562.97;0;2548732.61;2325724.78;11161290.20;4415.61;12357881.93;148347.34;0;7803263.20;53910.57;26919.50;812472.99;0;0;0;132278.99;0;0;0;3182024.24;1853960.53;1491155.15;0;1.22;1.22;1.29;1.28;1.18;1.32
Prefeitura Municipal de Aramina - SP;3503000;SP;5451;722252.77;0;0;2067676.81;0;0;0;1056112.03;432341.94;4443872.34;0;4975264.42;0;0;2845513.08;0;405040.90;3000.00;0;119299.60;0;0;842379.19;0;0;567425.34;197161.26;468383.93;0;1.10;1.10;1.14;1.12;1.11;1.39
Prefeitura Municipal de Água Nova - RN;2400406;RN;3183;530122.04;0;0;2132238.42;0;0;0;528574.59;0;2127720.65;0;2708032.86;50516.00;0;900341.69;0;0;0;0;324284.17;0;0;0;0;0;0;42823.44;550130.42;0;0.98;0.98;0.98;0.99;1.10;1.25
Prefeitura Municipal de Santo Antônio de Lisboa - PI;2209401;PI;6215;431066.09;0;0;1808039.87;0;4250.00;0;510508.65;210056.00;3109511.10;8972.35;3159001.73;143620.00;0;114228.15;23500.00;787040.02;28612.00;0;66077.89;0;0;0;84929.03;141229.84;0;425945.48;0;0;1.13;1.13;1.15;1.18;1.13;1.47
Prefeitura Municipal de Pradópolis - SP;3540903;SP;19450;1557428.27;0;0;5295204.99;0;184410.89;0;2643528.97;115747.89;11656349.32;0;22101975.71;146114.77;62564.44;2696019.67;0;1254747.02;333261.33;0;0;0;0;0;245791.75;713218.91;1254228.93;1873655.14;1444773.68;0;1.00;1.00;1.30;1.32;1.13;1.60
Prefeitura Municipal de Novorizonte - MG;3145372;MG;5226;604145.57;125264.64;0;1404777.81;18411.03;0;0;476470.80;0;2319262.81;0;3288359.00;245156.89;0;995014.27;2376.50;267487.67;0;0;183767.36;0;0;0;7392.00;0;354485.48;76904.06;722098.04;0;1.00;1.00;1.15;1.01;1.16;1.31
Prefeitura Municipal de Maués - AM;1302900;AM;58834;3137553.94;0;315407.85;14610642.53;0;2100.00;0;4167275.55;3223316.32;25351886.98;314929.58;42014423.01;3605832.13;0;0;0;2079394.98;596498.12;0;2047007.63;0;0;0;0;0;147116.06;509657.39;2371032.13;648.71;1.10;1.10;1.48;1.58;1.04;1.18
Prefeitura Municipal de Lagoa da Confusão - TO;1711902;TO;11859;944238.68;3795.99;0;4268452.87;0;30275.25;0;1109783.14;0;4525965.09;153196.21;6591713.55;97061.14;0;208347.18;0;0;1770634.66;0;55041.27;0;0;271675.21;15400.00;305571.60;221355.09;70403.20;32892.95;0;1.25;1.25;1.12;1.10;1.28;1.33
Prefeitura Municipal de Itaúba - MT;5104559;MT;4124;749670.77;154700.00;0;2301112.37;0;0;0;911939.48;307717.97;3749755.25;152989.48;3826942.14;104589.32;0;225212.76;0;235945.83;0;0;406039.51;0;0;0;0;62476.64;1055714.96;222453.12;204395.96;0;1.04;1.04;1.10;1.09;1.05;1.39
Prefeitura Municipal de Camaragibe - PE;2603454;PE;152840;0;239150.36;0;16153260.98;0;9460098.75;0;6895525.22;6121331.59;69166391.38;540.00;37222161.63;2273810.49;0;21530119.24;0;52685.12;0;0;3221877.71;0;0;1003716.56;0;0;13087.68;39519.15;0;0;1.27;1.27;1.31;1.27;1.17;1.41
Prefeitura Municipal de Ervália - MG;3124005;MG;18789;1304273.06;52052.46;0;11977529.20;0;252041.41;0;553741.54;205609.41;5244407.65;0;7453370.28;76903.80;0;1104386.78;0;305649.00;1179.10;0;316710.54;0;0;0;14624.00;0;311978.30;413000.60;0;0;1.34;1.34;1.05;1.09;1.25;1.29
Prefeitura Municipal de Aloândia - GO;5200506;GO;2084;532832.52;1077.41;0;2252213.81;50575.48;0;0;554449.30;427032.79;2822882.43;0;1045908.22;0;0;641486.57;59950.00;0;26423.99;0;0;0;0;0;0;0;420778.62;22600.17;27321.78;0;1.14;1.14;1.35;1.33;1.36;2.67
Prefeitura Municipal de Cacoal - RO;1100049;RO;86556;5319051.34;400814.27;0;23264054.64;0;0;0;2902132.98;0;37753367.86;0;34822202.14;581484.37;0;12169151.84;87703.02;10841245.12;6855028.65;0;2067586.57;0;0;51101.00;165816.51;0;4320549.61;2528467.40;2602383.67;0;1.17;1.17;1.22;1.22;1.12;1.35
Prefeitura Municipal de Paes Landim - PI;2207306;PI;4074;410700.27;0;0;2670638.84;0;0;0;308894.30;62860.19;2522167.57;0;3431609.51;47077.65;0;214619.53;3992.00;1094.00;8633.00;0;40836.33;0;0;0;3100.00;46768.92;268655.41;0;0;0;1.00;1.00;1.12;1.15;1.04;1.23
Prefeitura Municipal de Presidente Lucena - RS;4315149;RS;2679;270256.50;0;0;1074228.57;0;1120.00;0;383418.45;104911.40;2484205.51;8460.00;3298006.45;127336.97;0;974189.44;0;518027.57;16687.63;0;558266.86;0;0;9400.00;0;0;638761.28;130500.64;106750.22;425664.91;1.05;1.05;1.01;1.06;1.18;1.34
Prefeitura Municipal de Barão de Monte Alto - MG;3105509;MG;5738;475158.40;7600.00;0;1129010.44;0;32497.55;0;344015.98;747895.41;2827496.08;0;3736067.45;0;0;905672.74;0;18412.00;700.00;0;474072.56;0;0;573270.88;380.00;0;700691.16;32199.72;318332.45;0;1.12;1.12;1.10;1.13;1.15;1.41
Prefeitura Municipal de Nazário - GO;5214408;GO;8532;789934.47;22763.36;0;2157598.90;0;74573.21;0;761441.02;677592.79;4104010.50;0;4134878.24;104295.27;0;2217092.19;0;117744.47;34980.39;0;135937.07;0;0;0;0;0;1212872.96;88898.06;706658.67;0;1.08;1.08;1.00;1.03;1.09;1.14
Prefeitura Municipal de Sena Madureira - AC;1200500;AC;41036;0;272936.38;0;6373934.09;0;0;0;1836347.23;131515.12;6983872.76;0;14545238.30;322094.07;0;1297339.40;0;0;1237960.90;0;249324.05;0;0;0;0;0;608991.04;54490.64;448598.52;0;1.06;1.06;1.15;1.12;1.27;1.25
Prefeitura Municipal de Surubim - PE;2614501;PE;62530;0;0;0;11914830.84;0;824198.50;0;2138277.73;0;24469766.54;0;29898068.93;2375446.71;0;1081299.99;0;0;0;0;1282917.87;0;0;0;0;992779.07;412836.51;41153.00;880196.05;0;1.11;1.11;1.21;1.20;1.06;1.15
Prefeitura Municipal de Sumaré - SP;3552403;SP;262308;17017366.81;0;0;92621647.32;0;21247946.35;0;20724348.43;16771555.80;117044127.46;0;116168130.86;3122575.90;0;35858855.97;3227898.23;50051015.43;2072997.36;1188109.27;48353.40;0;0;0;0;0;7609947.10;4783742.76;1065015.45;8051376.87;1.25;1.25;1.37;1.10;1.21;1.41
Prefeitura Municipal de Farias Brito - CE;2304301;CE;18937;1289942.81;0;0;5789412.92;0;45461.63;0;1689067.00;0;8842182.38;0;14498005.90;260005.62;0;1742756.77;211635.01;0;1380519.57;0;412425.86;0;0;0;0;0;498707.03;395405.31;0;0;1.02;1.02;1.11;1.11;1.02;1.16
Prefeitura Municipal de Jucuruçu - BA;2918456;BA;10272;679440.82;0;57400.00;4365220.38;0;0;0;839720.31;0;4469602.97;0;7837589.88;629511.45;68508.30;1142170.28;0;2553.00;0;0;2338.00;0;0;0;0;0;0;141471.95;145938.59;0;1.05;1.05;1.27;1.27;1.01;1.18
Prefeitura Municipal de Hidrolina - GO;5209804;GO;3966;533789.37;57850.00;0;2008603.59;0;16701.55;0;765503.06;0;3305815.63;0;2834716.81;0;0;0;379020.97;0;32500.00;0;275976.78;0;0;0;0;0;644219.91;69980.46;0;0;1.04;1.04;1.32;1.15;1.14;1.56
Prefeitura Municipal de Joca Claudino - PB;2513653;PB;2675;525273.72;0;0;1328204.10;0;0;0;577296.12;65889.10;1945729.29;0;4237249.79;235893.00;0;1847884.22;0;162102.23;0;0;151039.07;0;0;0;0;2300.00;12607.86;328355.93;0;0;1.17;1.17;1.08;1.07;1.34;1.38
Prefeitura Municipal de Iaras - SP;3519253;SP;7704;811321.40;0;0;2418010.83;0;0;0;1221843.43;0;5108650.06;0;8387107.36;489019.32;0;2210402.11;0;0;2732.00;0;217137.79;0;0;0;0;0;562077.76;53582.59;39185.76;0;0.99;0.99;0.96;0.97;1.05;1.19
Prefeitura Municipal de Fátima do Sul - MS;5003801;MS;19240;1803199.52;0;0;9206606.98;0;0;0;1047065.82;1694193.99;8882393.19;0;7896328.47;0;0;2044686.35;81156.77;0;0;0;110.00;0;0;0;0;657788.41;1302609.44;380357.62;875094.56;1251534.57;1.14;1.14;1.24;1.25;1.07;1.14
Prefeitura Municipal de Caranaíba - MG;3113107;MG;3330;560212.03;0;0;2314993.60;0;9844.45;0;472532.61;121316.78;2673619.96;114267.91;2085728.29;153900.26;0;106951.45;0;112825.69;112760.00;0;263227.10;0;0;0;0;0;832364.05;11070.81;166200.50;0;1.01;1.01;1.08;1.09;1.10;1.39
Prefeitura Municipal de São João da Varjota - PI;2209955;PI;4738;400323.17;0;0;2729360.06;0;0;0;518169.73;181907.34;2148243.68;0;3841298.19;3050.00;0;108277.15;16500.00;1430.00;0;0;30570.92;0;0;0;53330.20;84103.10;129798.00;177004.00;0;0;1.03;1.03;1.11;1.10;1.04;1.43
Prefeitura Municipal de Bicas - MG;3106903;MG;14342;856642.74;0;0;3334132.16;0;0;0;741707.51;18824.00;6091260.92;0;7029151.41;462245.16;0;3650293.07;22451.63;124345.99;554085.76;0;465393.60;0;60900.00;53357.25;18311.12;0;36499.23;79410.00;409308.77;0;1.05;1.05;1.03;1.03;1.04;1.25
Prefeitura Municipal de Tacaimbó - PE;2614709;PE;12912;0;0;0;2426578.15;0;0;0;1340938.84;0;3918387.61;0;8769552.75;485230.16;0;1409038.95;0;165525.15;0;0;335593.89;0;0;0;0;0;0;27174.56;550179.95;0;1.03;1.03;1.06;1.08;1.00;1.12
Prefeitura Municipal de Rio Verde - GO;5218805;GO;202221;17468581.25;4151829.21;0;46845677.27;0;879177.42;0;17355770.69;21848531.88;121120583.20;3390119.55;190690079.53;1714451.02;303954.68;84035032.14;1417886.14;0;119671.85;2847293.60;2954900.30;0;94520.00;19748.32;0;0;9479771.13;6005122.22;3165704.64;0;1.31;1.31;1.17;1.10;1.13;1.85
Prefeitura Municipal de Buriti Alegre - GO;5203906;GO;9431;1050032.44;0;0;2419800.67;0;113999.01;0;1634779.68;1873355.29;4481759.88;0;6452003.08;887.67;0;4927487.21;173436.79;1918404.48;132615.28;0;41772.51;0;0;70982.20;37483.27;0;110.00;22791.70;2257698.16;0;1.58;1.58;1.10;1.15;1.44;1.58
Prefeitura Municipal de Nova Cantu - PR;4116802;PR;6833;0;0;125085.00;2794265.18;22447.54;0;0;521150.85;137466.86;3449684.21;0;4476536.21;0;0;1371534.43;0;0;210298.48;0;216203.23;0;0;0;0;0;1282122.74;67687.52;0;0;1.09;1.09;1.32;1.30;1.12;1.59
Prefeitura Municipal de Serrinha - BA;2930501;BA;82733;3225609.05;0;0;26729558.15;0;8077.50;0;2204870.01;0;23928549.84;0;41119113.47;860253.50;0;11073232.31;0;82037.20;274217.50;0;71744.41;0;0;0;0;0;9330.50;567911.48;3427104.35;0;1.14;1.14;1.01;1.11;1.07;1.00
Prefeitura Municipal de Itaparica - BA;2916104;BA;22476;1445576.28;0;0;15678558.44;0;18540.00;0;180888.07;0;3794140.75;0;14483171.46;1040870.00;0;4726182.01;0;0;0;0;172219.82;0;0;1200.00;0;0;0;90660.10;1087292.84;0;1.50;1.50;1.05;1.17;1.27;1.46
Prefeitura Municipal de Barra de Guabiraba - PE;2601300;PE;13808;797194.60;0;0;4637383.05;0;0;0;757394.30;1766469.99;5233208.41;0;6710878.45;579256.00;0;1179877.58;0;219035.61;0;0;25766.74;0;0;0;0;0;63411.40;6023.00;968529.06;0;1.11;1.11;0.98;0.98;1.04;1.05
Prefeitura Municipal de Itaí - SP;3521804;SP;25792;2956042.42;0;0;5505121.83;285503.75;0;0;4147011.70;2867751.56;17898672.20;0;14619710.95;384439.67;0;5607502.43;4005167.24;0;270504.81;0;461622.71;0;0;0;0;0;887176.21;620390.06;1070901.99;3517569.97;1.16;1.16;1.28;1.12;1.20;2.02
Prefeitura Municipal de Herval d'Oeste - SC;4206702;SC;22083;1239241.96;0;0;4483729.45;0;333409.57;0;1802549.52;2627394.96;9695529.17;1616462.78;10602752.15;502975.98;0;1151767.12;31836.62;399306.02;15000.00;0;644270.16;0;0;40000.00;0;0;2854917.87;363818.85;850044.02;0;1.15;1.15;1.04;1.06;1.11;1.61
Prefeitura Municipal de Nossa Senhora das Dores - SE;2804607;SE;26042;1467938.40;1060496.30;0;7901822.89;0;0;0;1257258.15;0;8708026.23;0;17391195.29;549080.00;0;771127.12;0;0;0;0;884025.04;0;0;420.00;0;0;0;11410.00;344254.29;0;1.05;1.05;1.15;1.14;1.01;1.22
Prefeitura Municipal de Estância - SE;2802106;SE;67953;4871773.91;2711293.91;0;14160933.27;0;2631848.17;0;4695443.81;1289132.49;31221896.92;0;47393252.90;5020339.45;0;16895297.14;0;5708376.15;674.00;0;1867534.50;0;578332.00;2408950.39;0;0;1757045.71;520613.65;0;0;1.08;1.08;1.24;1.18;1.09;1.54
Prefeitura Municipal de Barão de Cocais - MG;3105400;MG;30893;3026499.00;0;0;9641218.00;0;333445.00;0;2432473.00;0;24725691.00;33795.00;19801698.00;1007451.00;0;8230125.00;18327.00;1564815.00;657603.00;0;128349.00;0;32660.00;1193115.00;399286.00;0;1227590.00;502652.00;999687.00;0;1.09;1.09;1.09;1.10;1.03;1.43
Prefeitura Municipal de Olho d'Água Grande - AL;2705903;AL;5169;604119.72;0;0;4117606.92;0;0;0;631557.65;0;2391537.33;0;5818176.88;57231.92;0;2446945.79;0;0;0;0;32601.67;0;0;0;0;0;166231.38;0;72523.22;0;1.31;1.31;1.06;1.11;1.38;1.37
Prefeitura Municipal de Iuiú - BA;2917334;BA;11294;861203.96;0;0;3327798.25;0;0;0;689130.77;0;5132521.39;0;8328715.76;842.11;0;1200346.62;0;9243.00;2084.00;0;138247.43;0;0;0;0;151979.04;100392.15;548564.48;562246.99;0;0.98;0.98;1.01;1.03;1.00;1.20
Prefeitura Municipal de Diadema - SP;3513801;SP;409613;29210206.01;0;0;101564294.52;0;29425617.00;0;17278168.03;62952357.98;275697323.79;1089407.77;214326181.30;9810787.88;0;27653033.33;17727424.13;2009102.30;2105601.55;0;0;0;0;0;0;0;12492855.34;9746514.66;58125789.31;68718114.96;1.38;1.38;1.23;1.14;1.17;1.34
Prefeitura Municipal de Terra de Areia - RS;4321436;RS;10553;770649.50;162602.12;0;3521818.80;0;25433.36;0;346715.43;1618353.24;4251078.47;0;6257363.72;68577.50;0;827049.32;0;848.90;449614.83;0;429664.04;0;12650.30;0;0;295929.50;0;21998.68;1119113.86;1995243.94;1.17;1.17;1.17;1.17;1.14;1.27
Prefeitura Municipal de Colinas do Tocantins - TO;1705508;TO;33535;1674948.14;80964.56;0;6280928.03;0;59396.26;0;2797452.27;3483071.71;10582181.18;108296.81;22026542.80;298183.20;0;3000548.04;0;0;359733.26;10419.62;134946.72;0;472479.97;30000.00;0;0;1737563.47;690478.98;0;0;1.03;1.03;1.17;1.27;1.07;1.15
Prefeitura Municipal de Ilhabela - SP;3520400;SP;31599;2991024.81;0;0;29174313.88;0;2611145.63;0;1885316.97;4770225.07;41531000.88;4594.00;42958858.03;4829999.64;0;43509562.90;91305.00;0;12762648.74;0;0;0;0;4981382.96;0;0;0;3066569.22;0;5205401.14;1.51;1.51;1.24;1.24;1.56;2.61
Prefeitura Municipal de Senador Canedo - GO;5220454;GO;97719;12029361.52;1438193.77;0;44276705.98;0;238518.83;0;0;6209810.42;72840525.05;381989.56;86685914.78;1222240.75;10875721.85;60014821.28;0;18326819.05;1932766.66;0;45936.60;0;0;1333485.07;0;0;223982.18;2289229.55;6205747.38;0;1.23;1.23;1.36;2.80;1.22;3.28
Prefeitura Municipal de Campos Borges - RS;4304101;RS;3546;0;0;0;1989585.39;0;81982.37;0;437861.34;757775.12;2490496.78;0;2376211.28;263272.25;0;1116474.82;141.66;45006.99;198903.05;0;1101752.27;0;7874.00;0;0;0;6380.00;35627.72;1125936.91;929155.97;1.39;1.39;1.16;1.10;1.51;1.67
Prefeitura Municipal de Meleiro - SC;4210803;SC;7076;643207.67;0;0;1972152.72;0;0;0;737041.62;0;3929357.94;0;5713493.25;545655.51;0;4535777.36;0;915167.74;0;0;1129910.82;0;2830.00;0;0;0;0;313301.82;954992.13;0;1.39;1.39;1.09;1.09;1.26;1.43
Prefeitura Municipal de Nhandeara - SP;3532603;SP;11254;721769.93;0;0;4106503.11;0;0;0;1146398.55;369197.76;7090603.26;0;6671491.41;76385.20;0;1688273.71;0;177359.29;40053.74;0;361174.16;0;0;0;0;0;1235178.64;127081.51;805393.83;911.83;1.05;1.05;0.98;0.97;1.01;1.14
Prefeitura Municipal de Arroio do Sal - RS;4301057;RS;8641;1200714.04;0;0;4590994.81;0;0;0;529216.21;624757.73;5933627.24;0;6780959.89;1420680.62;66544.58;4736079.12;0;113384.57;794864.88;0;49384.88;0;0;0;0;996041.88;454769.07;181314.47;855139.95;1005871.08;1.20;1.20;1.11;1.24;1.21;2.00
Prefeitura Municipal de Tacaratu - PE;2614808;PE;24236;1145401.53;12029.00;0;6883118.19;0;0;0;1388923.89;0;9499496.40;0;20141608.08;1488578.00;0;886485.57;0;61661.77;0;0;66845.56;0;0;10563.30;0;0;0;0;487594.90;0;1.03;1.03;1.23;1.18;0.99;1.07
Prefeitura Municipal de Conceição do Castelo - ES;3201704;ES;12673;1112975.37;0;0;4514388.62;0;0;0;1479038.55;0;6887806.02;0;10201041.08;123729.17;0;3533178.43;0;0;21275.10;0;1724468.19;0;0;0;0;166425.29;49875.00;960008.90;417166.44;0;1.05;1.05;1.02;1.04;1.06;1.26
Prefeitura Municipal de Guajará - AM;1301654;AM;15561;0;0;0;8370002.21;0;0;0;389596.49;0;5490897.95;0;9455555.38;201040.98;0;0;0;219472.97;8620.00;0;2102461.54;0;0;0;0;13960.00;457817.51;176960.96;0;0;1.23;1.23;1.11;1.16;1.15;1.35
Prefeitura Municipal de Timon - MA;2112209;MA;163342;6109702.27;1198886.31;762036.04;43942028.43;0;843226.83;0;3723512.19;8436444.51;51039379.42;1277379.28;86501107.78;541580.00;807172.52;17904896.43;582810.18;6474054.13;511019.81;0;143905.17;0;0;0;0;6022723.16;672346.41;271685.82;1063880.15;10659311.16;1.13;1.13;1.25;1.16;1.03;1.14
Prefeitura Municipal de Riachão do Jacuípe - BA;2926301;BA;35322;1660220.49;115688.80;0;14184099.84;0;0;0;1655808.68;0;8967717.17;0;13039074.06;871166.00;0;471033.99;0;0;6640.00;0;0;0;847797.85;0;0;86602.40;166875.83;291675.07;1819034.76;0;1.25;1.25;1.30;1.26;1.20;1.52
Prefeitura Municipal de Comodoro - MT;5103304;MT;19294;1786648.80;0;0;6776724.04;0;0;0;1557402.03;2439568.16;10364169.39;403871.02;13638378.68;192705.59;12650.00;3071315.92;0;586336.62;360.00;0;387136.81;0;0;0;36734.27;165336.44;2249500.92;428631.40;0;1918527.63;1.07;1.07;1.15;1.19;1.04;1.24
Prefeitura Municipal de Lavandeira - TO;1712157;TO;1782;0;0;0;298312.57;0;0;0;88865.54;0;395974.88;0;199717.44;0;0;48700.25;0;0;11879.94;0;27657.94;0;0;0;0;0;0;761.79;0;0;2.32;2.32;1.16;1.51;1.65;1.35
Prefeitura Municipal de Rafael Jambeiro - BA;2925956;BA;24305;1319674.69;0;0;7947670.46;0;0;0;1361849.05;0;10333849.05;0;21712667.12;0;0;66491.82;0;0;53977.70;0;131146.36;0;0;0;0;0;358699.48;520981.62;835555.52;0;1.02;1.02;1.09;1.10;1.02;1.03
Prefeitura Municipal de Ipaporanga - CE;2305654;CE;11500;912164.76;0;0;2026480.04;0;0;0;873539.71;0;5844284.00;0;9503918.52;116258.98;0;1274016.73;0;462261.48;0;0;735871.89;0;0;366458.70;0;0;0;1188.70;38441.67;0;1.00;1.00;1.07;1.08;1.04;1.27
Prefeitura Municipal de Dianópolis - TO;1707009;TO;20870;1421116.31;167448.94;0;3903143.71;10135.03;0;0;1501058.68;834338.91;7818680.47;0;11574162.69;390959.76;203117.22;2196640.26;0;0;1353136.29;0;434670.93;0;0;52379.09;0;0;248349.10;372260.97;0;0;1.00;1.00;1.33;1.27;0.98;1.18
Prefeitura Municipal de Barão de Cotegipe - RS;4301701;RS;6749;342196.26;0;0;1861180.33;0;251.00;0;716324.26;0;3817337.80;0;3577465.79;128615.69;0;351512.11;185976.62;235643.60;7763.25;0;1308892.91;0;738448.47;0;0;0;1763375.14;76983.96;67590.46;0;1.09;1.09;1.03;1.02;1.13;1.65
Prefeitura Municipal de Riachão das Neves - BA;2926202;BA;23237;2035121.68;0;0;4255354.72;0;102747.50;0;1663366.64;0;12740148.37;0;20379730.77;1003636.98;0;4271209.09;133051.80;81701.38;1785.72;0;224438.58;0;0;0;0;341219.78;778468.35;124174.20;1458385.30;0;1.02;1.02;1.04;1.06;1.04;1.17
Prefeitura Municipal de Fortaleza de Minas - MG;3126307;MG;4330;647375.78;0;0;3970893.57;0;0;0;298135.71;1470827.98;4005557.24;0;2634219.12;18002.05;58692.60;306956.51;0;162615.29;0;0;0;25398.89;0;0;0;0;0;58325.28;0;0;1.29;1.29;1.44;1.99;1.21;1.69
Prefeitura Municipal de Martinópolis - SP;3529203;SP;25641;898696.55;0;0;7946624.71;0;0;0;2907495.10;747026.40;16148457.57;0;16353488.04;366147.69;0;5404736.80;0;1725109.54;269613.05;0;380908.36;0;0;89429.13;0;0;1121060.04;864896.05;3134102.87;0;1.06;1.06;1.02;1.03;1.01;1.10
Prefeitura Municipal de Pequizeiro - TO;1716653;TO;5344;460910.45;0;141333.33;2907889.64;0;0;0;521604.04;0;2652689.17;0;5558385.65;22881.50;0;191918.10;5090.57;0;241427.16;0;93319.25;0;0;0;0;0;0;23387.00;263621.76;0;1.02;1.02;1.15;1.16;1.12;1.65
